State	Model	DGtau1	DGtaudag	Kdiss(instance0)	Kdiss(instance1)	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	logPrior	rho	
50000	5	-4.7526543199	7.4721473648	90.1341181766	6.4019668944	1.3119576195	1.981811744	126.0819183461	19.502655464	16.0236167139	13.8285095544	30.28726958	25.0943433929	22.1168639552	39.5987294962	33.8950712374	30.2541406358	48.637117697	42.3436421032	60.6493236068	53.4282768348	48.7869530851	75.0921112846	68.5528836974	63.3337288514	99.109855897	94.2528451307	90.281474027	8.0979445467	4.6497853427	
55000	4	-4.6399769053	8.9762508523	94.3401876371	5.9366264269	0.3218324093	1.0344772337	124.7030511606	19.9974794833	16.2902374581	14.1287295251	30.5552036974	25.767279396	22.2613583941	40.1947269781	34.4383431785	30.0105380652	49.5575015373	42.763120651	61.4142333372	53.5472623927	48.7109674131	75.894394377	68.6409095669	63.1853738118	99.4864331323	94.0470121502	89.4363576125	9.9281496215	4.8165175628	
60000	4	-4.6441044066	8.3180936585	94.5199851076	2.1809308439	0.3255732764	0.4968951812	125.9753374921	20.0808148655	16.5012043102	14.2325805168	31.1510399526	25.9112460571	22.5321494444	40.5506758883	34.8690127138	30.4108110125	49.8221610229	43.2303842779	61.6162954248	54.3506684481	49.1099739139	76.461944648	69.0251271275	63.692181474	100.0224166439	95.4021748766	91.433698298	9.6332058505	4.7342148535	
65000	4	-4.5956530233	7.9533204594	95.5329855071	1.3767010618	0.1232122808	3.2784237617	128.0001113373	19.9344313693	16.1637788805	13.9813023155	31.0752029285	25.6105415607	22.642426301	40.2116396416	34.4296422111	30.0548959893	49.9132561736	42.9778146881	61.5896711846	54.0876346481	48.8351310951	76.3155578347	69.2648015309	63.1688261603	100.9571832528	95.4824266386	91.4085364531	9.0445985734	4.8168364259	
70000	4	-4.5818581817	8.7522308023	99.543508795	3.6059898433	0.083206369	0.5996116978	129.4547672904	19.3945341296	15.7331618768	13.4780662754	30.0849002581	24.7554962106	21.5063017918	39.6244932541	33.6485706674	29.4397917966	49.0266860492	41.5515618648	61.1354885718	53.3122591692	48.052449491	76.0691014138	68.3980688001	62.7454240346	101.1125698569	95.5528907077	91.2057928007	9.7588549989	4.7872597619	
75000	4	-4.6500538928	8.7811644407	96.7636363834	61.4508748238	0.2547155977	1.3257777125	125.7700736183	19.6776278747	16.2848743769	14.0267167514	30.3062957943	25.3499759061	22.1997806257	39.9741007952	34.0795082467	29.9585598122	48.7175715521	42.1559993851	61.0465095052	53.7332250222	48.4912731776	75.8432930432	68.6317871307	63.0522112837	99.0204191833	94.685531447	89.7344986771	7.7761046068	4.6904068631	
80000	4	-4.9155256192	8.9396511717	113.7222333779	15.6395151367	0.0060640046	0.8347454317	130.1398243456	19.1414715857	16.1110792209	14.0836783102	29.8570427804	25.5624390989	22.6559956598	39.555830065	33.9402590657	30.545504305	48.927253796	42.9959084113	60.6445274497	54.1671975921	49.8536487747	75.7862935856	68.7340339916	64.6451759004	100.979540091	95.9160745114	92.7393384086	6.8391178494	4.7678504956	
85000	5	-4.760500462	8.7608625262	102.5487702345	1.4791824324	1.225002706	1.1963407699	132.2728551857	19.3479053326	16.0735280257	13.7109358835	30.2271502313	25.4589675706	22.1793706235	39.7533733283	34.0480590324	30.2351777527	48.8254744875	42.9694795292	61.3234745374	54.2534364772	49.2736711742	76.5438811158	69.4665963132	63.7988342481	102.3003971041	97.0316590107	92.991153112	9.0761612098	4.8150957406	
90000	4	-4.8726708038	7.775639102	114.0890505937	0.5283344116	0.1865138618	1.5600181411	129.6568135998	18.8471267389	15.8288146758	13.7764755628	29.4613527901	25.0127052929	21.9530640559	38.5823268475	33.7985549756	29.6418992264	48.3103465623	42.487548816	60.1634362609	53.7748590845	48.7299503735	75.3181861306	68.9689274172	63.960370818	100.1990419669	96.3359834796	91.304534975	8.0751700022	4.8401047873	
95000	4	-4.8036299696	9.7835811305	101.5436206657	5.1922147363	0.0812892746	0.3795496633	124.3148229426	19.5080715067	16.477235747	14.0601055888	30.2181844407	25.556919828	22.322599079	39.6887293533	34.2217387913	30.5654223352	48.4600554221	42.8664053315	60.3359277514	53.991233674	49.1989635745	75.1945009457	68.8039012521	63.7158104453	98.8467646983	93.8105423312	89.514424626	9.4949832594	4.8318949174	
100000	4	-4.5455757417	8.1263937142	96.0124798213	9.6537868861	0.0132193443	2.5906558545	129.5227374129	19.6062082731	16.0196817953	13.6002785528	30.6314178111	25.2876904121	21.8861906145	40.3609623553	33.8732443667	29.3972097625	49.4510109326	42.2952585307	61.3574502062	53.5011189522	48.2801297805	77.0809956274	69.2494224508	63.3451417792	101.0583354249	95.7351232547	91.8423307129	7.7600305057	4.7303357845	
105000	4	-4.6641972161	8.3976878838	100.7962037411	1.2702318672	0.1687678455	2.4351363535	128.8042869337	19.6869284525	16.0598998278	13.894635311	30.3552326514	25.4154532661	22.1223115563	39.9195233257	33.7654781947	30.0525346251	48.8735804512	42.7773194039	61.4916310828	53.7626374706	48.829548976	76.4959885179	69.5113317461	64.1078790426	101.0171207354	95.5821744499	91.2533694911	9.4276289765	4.5975385054	
110000	4	-4.7875773394	6.8252998873	110.1984663166	8.1295257911	0.7810961965	0.552786907	131.8914291442	19.4536904966	16.0818197384	13.9536520291	30.2733349479	25.381754313	22.1491236351	39.77883263	33.9531541118	30.0552406398	48.9525867371	42.5523657996	61.4067668054	54.7087813548	49.5902897997	76.6114970853	69.791230918	64.3333073466	101.9073021528	96.9837384401	92.5091557995	7.1484868615	4.7271750598	
115000	4	-4.6660353462	9.4936706909	106.871914862	0.9665925733	0.075387194	3.0335845628	131.9047302583	19.1784464719	15.6657916644	13.4993676022	29.7515501343	24.769673251	21.5436909264	39.2847186149	33.5379359269	29.1580683158	48.4963833061	41.398408348	60.6111780662	53.280711979	48.0049223758	76.0791169029	69.1334340171	63.0786376647	101.6616312309	96.3637666158	91.3684584888	9.0541298981	4.7772138289	
120000	4	-4.7147357721	9.1888238187	98.089938858	10.0882957651	0.8752312927	1.4314247076	125.1564471802	19.8401935288	16.3559452143	14.1072626159	30.6924676563	25.7032054126	22.7721734546	40.0872608489	34.5654732364	30.3672505255	49.4769010261	42.8637125833	60.559846123	54.2411004578	49.4216038449	75.2287460891	68.7632273046	63.4274315265	99.5585134255	94.2468429738	90.2412592139	9.3663500073	4.7825766254	
125000	4	-4.6846777468	9.3208654987	96.8027019145	1.1664860929	0.2539792058	1.3502938211	125.5813868191	19.9598216109	16.4508068428	14.0950883971	30.8928391197	25.6415807221	22.4451539165	40.0866273412	34.599507707	30.1042709391	49.3814155188	42.9089087331	61.2236133002	54.1177490216	49.7564616907	76.0279982408	68.4436782753	63.1357107628	99.0076928569	94.6345763969	90.8010626885	9.5249013335	4.6738068487	
130000	4	-4.8767889666	9.7190833074	107.8600830273	3.0216879719	2.2518706252	2.3748597947	126.8751941735	19.3355392152	16.3328976618	14.3263787736	30.0926907071	25.5897285143	22.6085724992	39.4912510178	34.4786545292	30.6517225458	48.8605799141	43.1250146873	60.408828144	54.6065352698	49.7820876656	75.3639902382	69.1665802962	64.1375485797	99.2867665921	95.5053307401	91.0391034652	8.6750280571	4.8372658564	
135000	4	-4.8563239089	7.4164940956	112.3839852852	21.317505878	0.5932047645	0.5412105371	130.2942080147	18.9654152222	15.9696061189	13.9003204913	29.8067770255	25.6365196015	22.2924911159	39.2000675449	33.9778555325	30.0902223402	48.4057814757	42.5120715021	60.7570440738	54.1583120269	49.2989803022	76.2466575481	69.5719982884	64.2885278128	101.2506407692	96.6173989277	92.6224421647	7.7148865739	4.8498395812	
140000	4	-5.083383118	8.8171850883	120.8254926739	11.0674066191	0.5873465708	2.8872251354	127.5446513932	18.7193576778	16.0293888462	14.1912542655	29.1370928135	25.3485019097	22.7281938689	38.4092597941	33.7861159638	30.5157408694	47.5655414235	42.1256008931	58.8633214821	53.8630117941	49.1892333268	74.6343995233	68.9735955136	63.7236749654	98.4857511084	95.4031744423	91.82636321	9.4749532739	4.8161844274	
145000	4	-5.013499687	7.3699565857	112.2540365453	6.3979159185	0.018875989	3.3268623951	125.4626709551	19.1153906464	16.3197865937	14.3490199864	29.6758873782	25.6880541109	22.9579310796	39.1765511372	34.3410876357	30.9675679521	48.186527311	42.5944847056	59.6160140523	53.9562621516	49.1861944075	74.7242965172	68.950258894	64.1086718607	97.7370601661	93.7242805666	91.5131332384	7.4014323865	4.7666896166	
150000	4	-5.1026500456	9.6730753568	119.1621557353	0.1943919863	0.2501431349	2.450685472	125.9561843107	18.894438746	16.2881522727	14.2153676324	29.0159642195	25.3149394012	22.9208125729	38.4361410661	33.9994657498	30.8211797653	47.7285929168	42.0454026723	59.3601630571	54.2188807039	49.5124786487	74.4921248557	68.8344475726	64.7703113438	98.2432381214	94.6301525345	90.8262429064	7.1472299241	4.8133966234	
155000	4	-5.0568560532	8.4261409947	119.7289132122	1.678175764	0.1630248121	2.3552284291	129.0821525122	18.8239022576	16.1138581223	14.271149007	29.4896375105	25.6747281779	22.7293873639	38.7886312234	34.0637264271	30.8848901449	47.829881437	42.8492118443	59.7783953211	54.407347972	49.4277400364	75.0878854827	69.8024206602	65.3132777128	100.0147498063	95.9144448618	92.2403205753	9.586362219	4.8389470114	
160000	4	-5.0554754493	9.96796933	121.6339357437	3.2052321959	0.1214590187	1.7895252054	130.5376707716	18.8795518589	16.134536087	14.3419070754	29.4287841241	25.5669002134	22.6455262529	39.0561359016	34.0247716727	30.8022454414	48.0938623555	42.5929594726	60.0756239005	54.5554664467	49.984138804	75.4991544232	69.3986473117	65.0662724069	101.2947244304	97.0839445735	93.4258926732	9.4118500026	4.7592148994	
165000	4	-5.107465163	9.36016849	124.2604874105	6.2078737877	0.1627026484	3.0338274649	131.4309073342	18.9325844604	16.4088121683	14.4740136522	29.6722183728	25.9796352858	22.9161690771	38.9436861909	34.4059557315	31.116614114	47.962230423	42.6758923411	60.4879039973	54.5415923886	50.445553754	75.7180630702	70.0759949873	65.2602026386	101.4119496292	97.3973184921	94.0097951368	9.7997646616	4.7848293698	
170000	4	-5.0308431685	9.5022254681	124.4121816947	5.5240849184	0.6071550517	2.4579545967	131.3845600577	18.5103652451	15.9097896689	13.8792161707	28.8560300468	25.1887802845	22.3812962236	38.5010600954	33.4775182908	30.1975562309	47.5552808081	42.11009597	59.4485921639	53.5713629961	49.2034937922	75.1163611624	69.1367469516	64.2759247827	100.5030119291	96.5239072969	92.8302348635	9.6033595748	4.8175040976	
175000	4	-5.0963484413	8.4765151553	126.8663179945	2.8538350386	0.4399674369	2.9116098423	131.352721437	18.5417151225	15.8865957268	14.0045128933	29.2345449072	25.1860792429	22.4184432731	38.3018158993	33.6506335462	30.2196885393	47.5608172899	42.389174666	59.5618148631	54.015974668	49.3093444209	74.4169783074	69.5344867929	64.5547377883	101.6350813153	96.6421085678	93.6356159177	9.6914497043	4.732401481	
180000	4	-5.128950731	7.9290394388	124.2978284629	2.5185206322	0.0391385047	3.3787959503	130.0617086181	18.8818839334	16.2055959267	14.2551418693	29.1133572303	25.6801518754	22.9845633177	38.8460732685	34.1298608639	31.0176356206	48.0077109461	42.6817091743	59.6338169055	54.5991929015	50.5825047717	75.2428284413	69.99085994	65.2165216412	100.2618125052	96.4759384536	93.1583529413	8.7211224075	4.8312485634	
185000	4	-5.0550124123	8.9746306472	120.4618002806	4.5353698513	0.581805623	0.6614484978	130.6608804143	19.1463786295	16.3799814523	14.3135237616	29.6262055344	25.9139507109	22.9737912098	39.2645461803	34.552889175	31.0355804971	48.5413475294	43.001676993	60.9406874061	54.4810786157	50.2811389864	75.672609938	70.3389997634	65.4775529301	101.0842605016	97.2646350364	93.2443501589	9.7760091339	4.7638163859	
190000	4	-5.0283487763	8.3269264612	123.211847986	30.9783438244	0.4266183321	0.1711325685	131.5267880952	18.8090860662	16.0332218637	14.2150818711	29.26418554	25.1338783974	22.4573220503	38.5870070567	33.8932075942	30.5407322659	47.9058857304	42.6683061589	60.5651412985	54.0706910988	49.6224415448	75.3687229437	69.5960781574	65.1686229473	101.8395121226	96.3013531086	93.164278994	8.4084143137	4.7492167064	
195000	4	-5.1354647029	6.823539606	126.083483234	12.9006574866	0.091988009	3.2813918956	130.5898757784	18.7176937704	16.076179529	14.267738288	29.3662662515	25.3916235395	22.6148671513	38.5247205679	34.2942559707	30.753150521	47.8756582853	42.6978399242	60.0796983053	54.6071272635	50.1040029584	74.9197494048	69.7009156557	65.2372469501	100.6637332822	96.2314907924	93.3212573613	7.0103393467	4.8447794857	
200000	4	-5.1085774065	8.3041574678	127.0279773854	5.5463076168	0.1169261758	0.4637622912	131.4945070823	18.6254959317	16.0960663386	14.0810997201	29.0110620081	25.5791837799	22.5754572476	38.5809492331	34.1299965586	30.794298411	47.5466201136	41.9574733394	59.7202654902	54.1107282197	49.5712900906	75.1139609738	69.6804675816	64.6635457355	101.2607847726	96.6504426839	93.245261697	9.5839726566	4.8149873345	
205000	4	-4.8867190036	11.0858265218	118.8135678712	1.0523540989	0.071419119	1.5056657728	131.4502737115	18.6786386686	15.5298977067	13.4628480462	29.102413424	24.9245759111	21.5365306289	38.553032062	33.2494332793	29.5787049611	47.6532959509	41.7078109713	60.0325655242	53.4271265742	48.7084905269	75.1980843321	68.8043095498	63.8078488967	100.653986435	96.6807720213	92.696721625	7.0461001764	4.7617307074	
210000	5	-4.893391332	9.4405787641	114.0434869465	3.1285103696	1.1840565234	0.5022220393	130.908605373	19.2298412465	16.1523554659	14.1785247739	29.9162035812	25.7107207876	22.5453227128	39.367537262	34.3725376735	30.3359948415	48.6562935985	42.7432674006	60.7866022813	54.5596950726	49.6309333648	76.2063835328	69.8370072666	64.9938181722	102.0094836267	96.8238998748	92.9988356431	9.3186985656	4.7309518809	
215000	5	-4.9241427517	9.4447678392	510.3906583516	0.828815314	1.1601022834	2.9694860759	124.3124378162	19.3318420722	16.2904076193	14.1595728988	29.8382606858	25.7163377906	22.5291658619	39.3493483536	34.2181294557	30.5922324476	48.2649420178	42.3310066241	59.5572598381	53.4948960177	49.5054498679	74.4707542517	67.8376901382	63.4998773735	98.1081716574	93.7369365449	89.9488246425	6.7998371007	4.7611296788	
220000	5	-4.7422079758	8.7104965374	95.5862288588	6.1064001721	1.307450681	2.6972954364	127.2819209588	19.3149602502	16.0946089247	13.8984846853	30.3808240003	25.3901985787	22.4385163165	39.8674187772	33.8629751208	29.9152618495	48.833974561	42.4370471578	60.8092538029	54.0634896453	48.8730762475	75.266618428	68.6521656652	63.4130023144	100.0234300257	95.3974983679	90.7577387676	9.2601725017	4.7629400315	
225000	5	-4.6559656871	8.8589460041	55.6932940168	17.8983938548	1.5161405885	3.0396862663	129.4140941124	19.2218034675	15.766203343	13.4989266313	30.1731152707	24.9138007326	21.7824930216	39.4697441453	33.5334028023	29.3747416972	48.3473636029	41.9258374232	61.1231171202	53.52882185	48.1174492273	75.3973782301	69.1754584991	62.4808226143	100.8221566384	95.8490184683	91.4687173837	8.0083248482	4.7359645874	
230000	5	-4.6444489064	7.4698810465	138.0371993154	27.4928064514	1.7088457592	0.1413334683	130.0414414339	19.1717544733	15.7677807441	13.453658514	29.6921779129	25.032629824	21.4882355737	39.4944780284	33.4449767978	29.2732931801	48.4954358289	41.5995598152	60.7225833498	53.5413404107	48.0022032299	75.4520195972	68.792917927	62.8475080766	101.1195298537	95.8684097795	90.9043468891	6.9145615312	4.7765766368	
235000	5	-4.6768532432	9.9336117349	82.0592087643	22.4112119148	1.6862220572	2.6189193293	125.643053986	19.7788285045	16.3356891167	14.12260534	30.8179159957	25.7985268126	22.3344657273	40.2147741127	34.4471025329	30.333335691	49.2986525918	42.8062472206	61.3009171757	54.1905096465	48.963032633	76.0026911617	68.8170871761	63.5621504633	99.6191211915	94.5193309607	90.4015889178	7.7701715796	4.8226106478	
240000	5	-4.8791160279	9.0277241089	53.3793970611	28.0039388645	1.5600736513	0.7348678341	126.9014811145	19.1723342908	16.1477384299	14.1205033382	29.6885154321	25.4825617908	22.5090077899	39.3480738758	34.0280633064	30.2066891469	48.7232567559	42.6460599806	60.4758004858	53.7510628078	48.9650300314	75.1594855187	68.9297823611	63.6893708726	99.4175946827	95.1244300613	90.80541284	7.4794057272	4.7452490447	
245000	5	-4.9585705008	9.2920950167	58.5889846814	23.7853318419	1.4001701929	2.3238668497	127.8062101463	18.9046529242	15.9777705842	14.0928557349	29.3504777511	25.3624334167	22.4568964001	38.7487769304	33.8804746516	30.5334625703	47.8786569727	42.6161698877	59.8790463958	53.9449646547	49.0127830019	74.552314434	68.717200544	63.9132593402	99.8723080034	95.1135855988	91.1441837758	7.8180442457	4.8391817564	
250000	5	-4.7183859207	7.3811822383	51.7288120275	20.630843911	1.5169619158	1.4663950528	129.7575282325	19.1375731847	15.9688150646	13.6295993242	29.7360724553	25.1541021041	21.9646521944	39.5549844482	33.9810436051	29.6136170417	48.6566817479	41.8760563696	61.1460739143	53.8066301441	48.4790011371	75.9237793403	68.8221986043	63.0477568221	100.9160426374	95.6499481411	92.1682023236	6.4505021064	4.7279359289	
255000	5	-4.6327103959	8.9126407503	81.2965963198	15.5171508821	1.5368767018	1.740881288	127.1569912109	19.5537331538	16.0847277183	13.7313603226	30.3578825211	25.271008985	21.7457953224	40.0064045784	33.7467306589	29.7054219783	49.0719315695	42.3684049903	60.8427542366	53.3448061827	48.4576899048	75.7382475718	68.4612982685	62.9174052723	100.2057480584	94.432778047	90.0347950124	8.5890858471	4.7765005226	
260000	5	-4.6565872655	8.8933509192	170.8961978492	11.3752910837	1.5009033998	2.2505439361	123.0606706446	19.9250681278	16.4189467034	14.2178052541	30.6146717475	25.8306930259	22.4270987956	40.4055707505	34.2054546487	30.248783814	49.1776776666	42.4769608052	60.8080941948	53.7989587453	48.7985951697	74.8450532695	68.1827683516	62.7392090887	97.9634214002	93.0851398057	89.3569700392	8.9342963475	4.785257015	
265000	5	-4.8758541434	10.6520684317	69.0746024977	9.1386850127	1.3233144661	2.8261352224	124.8020236876	19.6853424191	16.7817560238	14.5487942971	30.5105115703	26.2555691766	23.0877577612	39.8570722436	34.8731723652	30.7615584754	48.8966696065	43.5056169966	60.7759009049	54.6238244328	49.9990755869	75.2742294541	69.0345372816	64.4407179022	99.2565355075	94.0162145705	90.9071277925	7.5247457603	4.8234479675	
270000	4	-4.8249650434	7.9530234492	100.3604347011	3.4525757017	0.1395707903	1.7799648299	124.6026129322	20.0043594353	16.7604128148	14.632437768	30.640333275	26.3906812191	22.9716986504	40.329434517	34.7060304241	30.8622192176	49.4778901369	43.3057729584	61.3747298373	54.5568117566	50.4555401386	75.4556921799	69.5979298903	64.1597029103	99.5482895532	94.9828298876	90.2983136967	9.4221156915	4.8323441044	
275000	4	-4.6613346243	7.2550037357	96.5843500337	15.460365853	2.586172045	1.3577154228	127.2502744163	20.0493766393	16.4462375527	14.2283477141	30.7189061287	25.9379147741	22.6006040974	40.4593374932	34.9214695229	30.5796492468	49.7750153888	43.0293902772	62.0799459719	54.6241709669	49.1763185955	76.3419461636	69.8190008553	63.9854633725	101.2890596474	96.1942131534	91.8377688387	6.7280161602	4.7252695035	
280000	4	-4.806508174	8.4059593826	103.2419053007	0.6894050718	0.0905334063	2.3886925039	123.6755682834	19.2558524113	16.1286287634	13.9483718002	29.7104307634	25.4368690107	22.3177466972	38.963193423	33.6752303232	29.7529508644	47.7911018442	42.1919524198	59.5479605719	52.8935125083	48.4166598072	74.0262205281	67.2263084433	63.0740055996	97.1411030575	93.4353650378	89.0237785805	8.8224745013	4.8185012197	
285000	4	-4.9695749738	8.2117436962	114.0921223391	8.8560979445	0.043482457	3.0234473283	125.6372281204	18.885304533	15.9759721722	14.0296912344	29.213734683	25.2375797558	22.3529238134	38.3742216132	33.5981199265	30.3318961795	47.5867332771	41.5154129085	59.2577742508	53.6688225066	48.7907900388	73.9936806279	67.9223856818	63.4731607402	97.9297080607	94.2289695503	90.4773552052	8.987224179	4.7875706791	
290000	4	-4.9087379399	8.7808867176	110.059887358	1.8438849415	0.0094103806	3.1744286506	129.0318211832	19.6991864619	16.5033712575	14.3677579656	30.2479034392	25.8910472426	22.7655623781	40.0112200633	34.9028320583	31.0042630525	49.2845217739	43.2893560916	61.0814633805	55.4529098842	50.1078826617	75.9932499365	69.9191494732	64.404253638	100.8433628626	96.3920260004	93.2218480138	7.8071694487	4.747004684	
295000	5	-4.9029291912	8.8529544862	222.6744104301	3.302654318	1.1459624618	1.8794064383	128.7167458891	18.6649886943	15.7838726811	13.6713852525	28.9395905603	25.0103317282	22.0074934682	38.5957648434	33.415944487	29.7116983117	47.6994369869	41.7066943095	59.7486188351	52.9262246868	48.5977817562	74.3855686593	68.2952816923	63.4829397129	99.3207069356	95.0873709779	91.4851501381	9.133444431	4.7443335619	
300000	4	-4.8531397969	10.0783446552	112.8666480473	6.2897366886	0.5316101519	2.9925924865	129.0440254399	18.9932088111	15.6749217909	13.7808975874	29.4241389721	25.0894837537	22.0429750709	38.885112291	33.4794507099	30.0128697429	48.0238500886	41.6861678562	59.8943926189	53.6456313566	48.8335535308	74.995539088	68.3311574767	63.0945034351	100.3047821743	94.9559114443	91.3074922467	9.2108112945	4.8177055469	
305000	4	-4.8386474737	9.7766951549	114.8438222477	7.806934198	2.1122248372	1.6188603696	131.7911151035	18.9095095101	15.8776041957	13.7288328357	29.6306830797	25.0657737875	21.9319410313	39.3017208452	33.6090882626	29.8481675912	48.1145059124	42.1140632693	60.2810804034	54.3134565043	48.7922089998	75.684768171	68.9168426936	63.9890033721	101.1253802486	96.1189802173	92.587162299	8.5389076365	4.7340114064	
310000	4	-5.0168726429	7.9835813309	109.7013057964	2.3836761721	0.0061098547	1.2604049886	123.0857276187	19.2776414196	16.4597141863	14.476552805	29.6445037098	25.9224661955	22.9372448149	39.0004762975	33.9677417821	30.8368624126	47.8018083551	42.6247324241	59.1552386956	54.0519732944	49.8486058698	73.7520564908	68.0883027583	63.7950007754	97.8153512892	93.080690117	89.8861759982	6.8644434023	4.8367224823	
315000	4	-5.021098273	8.9140282428	115.9753979554	1.5195245368	0.0529041832	1.6742335438	128.4809191211	19.1063591662	16.4409570941	14.3342680359	29.8730769935	25.7633184399	22.9053433346	39.395606273	34.6097762042	31.1137421286	48.4880234963	43.0543573721	60.7842120998	54.2195531399	50.1564514822	75.7483819109	69.5144526079	65.2375211099	100.4166208703	96.2462291517	92.4895952456	9.3117980188	4.8276374348	
320000	4	-4.999747008	9.2135660328	108.5759725801	1.3812282742	0.1010353433	2.1770574188	123.6722509527	19.5240708934	16.7115326947	14.6305641758	30.1999983929	25.9853881142	23.1973675141	39.6058739535	34.5695639804	31.0125733602	48.3419368735	42.8314058577	59.996173598	54.3167303419	49.8312910065	73.8495272213	68.8233452663	64.1397619149	97.6076975621	94.0906001077	90.0236164485	9.5626518569	4.7038638352	
325000	4	-5.0679105365	10.5656658094	121.1838621928	51.1301210994	0.2454167534	1.0997051526	128.5374391016	18.6407920728	16.0729634591	14.1135056278	29.120625888	25.3393203261	22.6204053191	38.5973002117	34.0243428616	30.3520874488	47.5715146501	42.3599077729	59.890868583	53.8555013277	49.6711424454	74.6180933828	68.667201155	64.1882630537	99.4464535611	95.2969158989	92.1516910834	6.8377735414	4.8317248129	
330000	5	-5.0605284274	8.9384896379	49.7235831708	74.4027184761	3.1916423497	2.1550579953	126.4053541182	19.4374601514	16.6025674362	14.7023957269	29.9630759188	26.2106088152	23.2563964081	39.5190824772	34.7869042198	31.3603239811	48.2768869667	43.3947625249	60.3174018427	54.9069309059	50.5632181353	74.5948336648	69.5927111519	65.2023090366	99.4442174938	95.5972194643	91.9201705715	5.282092788	4.7409387867	
335000	5	-4.7979568575	8.5220206051	503.496382667	68.6065674333	3.1265442022	1.1217887683	128.4228166624	19.0478018014	15.741683364	13.6401444936	29.6217065262	25.0227036759	22.0232656853	38.6748381051	33.3648933952	29.4854065929	47.7499463984	41.6459812304	59.9901644649	53.2004724153	48.4589796224	75.242503314	68.4940615925	63.0759942915	99.6702515898	94.9547079736	90.8209537187	4.2711951528	4.7230184262	
340000	5	-4.7305109688	10.3326893924	77.109010702	81.4456669688	5.7476163501	2.3780928043	129.5066363785	19.5908032839	16.172588554	14.1099061726	30.4286062905	25.6143909675	22.6297568226	40.2359172027	34.3256451743	30.2589192556	49.4064485349	42.7671259214	61.2290331667	54.8978977204	48.8313287783	76.3518288471	69.0968228604	64.0573515264	101.7117427971	96.8004314008	92.1855470346	4.1441720102	4.8182290745	
345000	5	-4.7743264443	10.4781522759	226.5295141403	72.9536014881	4.610842147	2.1196072784	125.4563363678	19.7527333224	16.6685544653	14.2992709367	30.7442624195	26.0445153002	22.6972134057	40.5331826728	34.6653731201	30.5740837319	49.3988271883	43.3497460993	60.549531215	54.8471370839	49.0281479392	75.6017065686	69.2873935947	63.9095370724	99.3105082738	94.709898816	90.9415992008	4.3100749963	4.7965155507	
350000	4	-5.0248345752	8.6435316155	116.007723574	13.2911819427	9.7055402511	0.1132147761	126.9288087389	19.054182604	16.1613137252	14.3539214657	29.6628808491	25.1605799294	22.6449745969	38.8845377681	34.0053952824	30.6214347934	47.8008546153	42.547898719	59.8536811997	53.731165243	49.5887772601	74.463154936	68.6656660025	64.1931979919	99.3751959048	94.558692568	91.3176043781	6.6777847167	4.6337571303	
355000	4	-4.8515280749	10.1877674143	109.3472018665	0.7098532599	0.1564997611	0.3679283749	127.9226885857	19.2402299996	16.2002969244	14.0008693785	29.6235126006	25.4343153457	22.4209854438	39.2223833253	34.0334109472	30.2787044839	48.3119977683	42.4792926991	60.1345350681	54.2054722097	49.0722920008	74.959744858	68.8410691085	63.986963091	99.83780783	95.5704040803	90.9032794369	8.4314125387	4.5941205041	
360000	4	-4.8064330111	9.6338221981	110.0328965849	1.8494714102	3.2097630469	2.2505826189	130.3193524211	19.2113048125	16.054498283	13.902987091	29.8190424274	25.4318918812	22.0603639874	39.876354671	34.0063122898	29.9111269501	48.6444529822	42.2095687381	60.9919765511	54.3098435697	49.3417001603	75.9600357752	69.2181146091	63.9373281018	100.8238265122	96.6386239193	92.227566899	8.2161056379	4.646728344	
365000	4	-4.7056002146	7.9218429243	101.0744095428	9.9582563214	0.1303777091	3.3380664416	127.1967891975	19.6430439968	16.1407966863	13.9548257339	30.3003599995	25.6305459507	22.1993478769	39.8308379957	34.0196424023	30.1567480053	48.8814000343	42.4186825236	61.0044556775	53.7728583793	48.7451548205	76.0573348964	68.6720416248	63.70830438	100.4207245903	94.7424324788	90.5906010107	9.1165054968	4.6599559162	
370000	4	-4.7772323918	7.4422075927	111.8479826183	4.5698729596	0.5946940177	2.9270816691	131.2499480468	19.0089050788	15.7376361317	13.5386004311	29.5189896248	24.829283039	21.7802548192	38.9609972355	33.2868398639	29.4781124377	48.4008011002	41.7087655393	60.9429740645	53.6845383619	48.3120757893	75.7344495024	68.7548076466	63.2621028938	100.7651441638	96.5645323907	92.1607145232	8.5797710477	4.6924493898	
375000	4	-4.8229258565	7.2696003682	110.970760547	2.7244905417	0.0156958391	2.2809151606	130.2482758095	19.1585323912	16.1544265892	13.9489673172	29.9781549808	25.2669779246	22.0607199062	39.5434917065	33.9720214944	29.9742167586	48.4512491016	42.686314424	60.4554163153	54.214043595	49.2173814381	76.0892935557	68.57761385	64.3644084279	101.4750782614	95.6232587218	91.9700999842	7.054507526	4.7257768607	
