State	Model	DGPost	GDagSlide	Kdiss	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	logPrior	chiSquared	
1960000	12	-1.9697171565	4.9816116152	48.5755316422	0.4951825062	3.360392992	25.9866182074	6.430485	8.008283	9.839022	12.031043	16.573192	18.458083	19.764712	20.760381	21.558258	22.528909	6.216109	7.748513	9.789458	13.954137	15.796452	17.093833	18.108317	18.879561	19.977631	0.253633	0.497994	0.97841	1.88296	3.495048	7.148251	16.40676	19.703508	22.25546	1.865834	2.512912	4.109956	4.95585	5.596229	6.167145	6.672144	7.312912	0.218446	0.2971	0.502342	0.626153	0.729436	0.810101	0.884964	1.006094	-11.294877	2.388578	
2000000	12	-1.8725584927	5.0117796913	40.4328571972	0.4907350099	3.3333392745	25.7576329014	6.358315	7.927449	9.612879	11.858073	16.334667	18.248938	19.476987	20.580989	21.342367	22.409021	6.103575	7.622194	9.679281	13.835104	15.702952	17.010747	17.970977	18.965751	20.033195	0.266018	0.526845	1.030028	1.977112	3.645681	7.41497	16.644081	19.675155	22.131276	1.842549	2.513177	4.132359	5.013677	5.667067	6.335288	6.863094	7.596103	0.217436	0.299832	0.51692	0.64761	0.746824	0.84695	0.936943	1.064465	-11.088282	2.37508	
2040000	12	-1.9046262159	4.9530787128	63.3197653388	0.8075719095	3.3257977774	25.3148962677	6.546044	8.078312	9.774829	12.044588	16.492966	18.130512	19.364221	20.383909	21.09663	22.007918	6.255496	7.708302	9.685725	13.825446	15.535635	16.807803	17.877253	18.645298	19.643989	0.256635	0.50939	1.001369	1.926249	3.561227	7.2661	16.362624	19.380836	21.846221	1.849771	2.485294	4.067889	4.966866	5.582481	6.20045	6.705496	7.455737	0.216394	0.295353	0.50927	0.633513	0.733157	0.823789	0.911065	1.024782	-11.662313	2.385566	
2080000	12	-1.939474301	5.0069945572	67.9555974608	0.886841064	3.123896491	25.9933138261	6.737118	8.204406	9.89885	12.143261	16.517877	18.308376	19.393457	20.448077	21.270985	22.361236	6.392597	7.846318	9.90948	13.840008	15.66557	16.995267	17.956923	18.850221	19.873311	0.260079	0.51396	1.002477	1.923439	3.596994	7.312667	16.548776	19.585584	22.114594	1.888039	2.532667	4.157838	4.999478	5.656148	6.271928	6.784371	7.462166	0.219552	0.301972	0.523882	0.640517	0.740758	0.835081	0.92219	1.040091	-11.747182	2.379883	
2120000	11	-1.9249157245	5.0073721953	94.1807299579	0.3793567951	3.3298595346	25.7356772522	6.430172	7.961248	9.751703	11.981048	16.425158	18.291666	19.507239	20.653888	21.38507	22.336914	6.279114	7.733097	9.755453	13.942057	15.79415	17.020736	18.03449	18.887314	20.039485	0.264613	0.506724	1.032211	1.961245	3.629333	7.422855	16.649783	19.690571	22.085705	1.908225	2.541598	4.212477	5.077349	5.758808	6.335658	6.857455	7.602939	0.222805	0.306031	0.528615	0.648885	0.747367	0.848005	0.937841	1.051242	-11.685647	2.36673	
2160000	11	-1.9537354606	5.030674243	97.099742924	0.240740814	3.1592129708	25.8182611503	6.576686	8.06869	9.777251	11.933326	16.206945	18.137696	19.337832	20.369848	21.061598	22.166901	6.322166	7.790085	9.803276	13.76647	15.554418	16.806916	17.81508	18.809359	19.789481	0.259088	0.510436	1.006581	1.927863	3.574543	7.280756	16.509411	19.507872	22.012928	1.916695	2.535522	4.146836	5.012422	5.615393	6.23443	6.762593	7.478459	0.221402	0.302574	0.518616	0.646925	0.742539	0.834411	0.921027	1.036317	-11.667255	2.347045	
2200000	11	-1.8997288143	4.9989437825	94.2254404633	0.0831416494	3.3889411432	25.7317296588	6.247347	7.878048	9.755344	11.965071	16.445944	18.303944	19.614491	20.622031	21.421362	22.268819	6.20693	7.680155	9.695815	13.904868	15.697611	17.043329	18.1154	18.950302	19.977976	0.264384	0.525102	1.017418	1.958477	3.611292	7.359319	16.572873	19.720211	22.122062	1.859942	2.518313	4.157295	4.985951	5.650928	6.259679	6.832445	7.578876	0.221286	0.297378	0.517744	0.646578	0.740113	0.849305	0.923764	1.047025	-11.809671	2.352334	
2240000	11	-1.9319963543	4.9894303434	98.3553052384	1.2060084354	3.3956721649	26.0053747837	6.364201	7.912379	9.672575	12.081503	16.600989	18.405871	19.72419	20.771529	21.666053	22.486591	6.233931	7.677947	9.770347	13.904343	15.84401	17.187891	18.143129	18.962981	20.040838	0.258698	0.506769	0.991551	1.91531	3.542343	7.278469	16.628857	19.824204	22.284151	1.875329	2.507308	4.102199	4.956224	5.658966	6.216624	6.760474	7.445092	0.215813	0.298242	0.517502	0.634769	0.733216	0.82582	0.908192	1.019375	-12.242511	2.38391	
2280000	11	-1.8096450367	4.9340640734	92.2970920012	1.0216753278	3.3303037722	25.4100993368	6.482311	8.02312	9.772762	12.153131	16.411316	18.18758	19.432725	20.496962	21.10912	22.153064	6.185129	7.689717	9.598763	13.860357	15.644986	16.892308	17.886839	18.731219	19.772498	0.259211	0.512454	1.011984	1.933874	3.571642	7.312107	16.459824	19.479785	22.007917	1.782514	2.393636	4.009437	4.845673	5.552222	6.176012	6.740556	7.465991	0.205261	0.285036	0.492686	0.620247	0.724307	0.822205	0.914446	1.0412	-12.03149	2.374612	
2320000	11	-1.8412307698	4.9946371359	94.1504264372	0.4473984725	3.3169040421	25.6577156809	6.381004	7.962889	9.661773	11.876448	16.368802	18.185441	19.426678	20.432143	21.202442	22.24539	6.105948	7.558884	9.628131	13.738108	15.469524	16.914591	17.870105	18.785952	19.819713	0.260833	0.51322	1.00349	1.92211	3.564342	7.30807	16.441084	19.561395	21.974079	1.785112	2.392637	4.02868	4.88366	5.576155	6.187933	6.725756	7.491417	0.206164	0.286591	0.499518	0.621933	0.720842	0.813946	0.914808	1.034182	-11.668494	2.366046	
2360000	12	-1.9354654244	4.9784388231	90.4085184865	5.6383845842	3.1908378451	25.562697816	6.684997	8.244236	9.984168	12.188752	16.402902	18.154945	19.312473	20.24681	21.127784	22.04137	6.411656	7.849197	9.834064	13.857357	15.61039	16.83682	17.939109	18.748112	19.650581	0.252926	0.522693	1.010271	1.939109	3.578188	7.353161	16.376654	19.403977	21.835795	1.884099	2.547065	4.182519	5.015259	5.688852	6.280214	6.796888	7.486219	0.221492	0.303169	0.519652	0.648859	0.741207	0.840785	0.922423	1.039	-13.696221	2.389821	
2400000	11	-1.9510558165	5.0488729489	97.9033381729	1.0869539289	3.2797303178	25.7584129888	6.335541	7.829522	9.477892	11.791293	16.233251	18.027283	19.273784	20.330353	21.236178	22.248647	6.119608	7.599141	9.616538	13.72991	15.535298	16.824766	17.898864	18.734283	19.801197	0.258382	0.506104	0.995175	1.903665	3.532678	7.281105	16.488481	19.494886	22.006397	1.874427	2.495425	4.113012	4.978569	5.606477	6.165081	6.729032	7.425346	0.219061	0.297749	0.513378	0.633801	0.731909	0.825207	0.90818	1.019609	-12.161443	2.359828	
2440000	11	-1.8833042256	4.9875543878	94.0744248518	0.0411091951	3.3405367466	25.5660057105	6.382593	8.001135	9.688763	11.996637	16.453025	18.193485	19.453234	20.515324	21.212748	22.175163	6.139283	7.631435	9.690203	13.776842	15.633826	16.934198	17.885351	18.775023	19.735769	0.261162	0.51811	1.018147	1.937852	3.576205	7.356724	16.570753	19.497708	22.018548	1.838912	2.495635	4.122384	4.959608	5.602394	6.217013	6.792927	7.512897	0.214548	0.29389	0.512376	0.633404	0.733682	0.83446	0.919094	1.035194	-12.181466	2.385797	
2480000	11	-1.8865017374	4.9626909496	96.073680631	0.0267858426	3.2566760833	25.4874917512	6.531559	8.063873	9.807961	12.073415	16.37411	18.173753	19.272813	20.218677	21.075544	22.003858	6.250745	7.645169	9.674551	13.730912	15.570988	16.822155	17.746322	18.644304	19.65569	0.255176	0.507358	0.990741	1.89807	3.522634	7.201944	16.409107	19.373174	21.861083	1.813261	2.429107	4.045251	4.884994	5.542186	6.100284	6.652626	7.409154	0.208784	0.289116	0.497572	0.615279	0.71507	0.80584	0.900207	1.018436	-12.543399	2.386685	
2520000	11	-1.910086058	5.0110170613	98.4644370929	0.3438179277	3.1710356687	26.1897378227	6.623801	8.120103	9.798235	12.106368	16.525129	18.246181	19.521857	20.695795	21.465807	22.467612	6.259341	7.782649	9.750795	13.881854	15.74003	16.989786	18.018492	18.928774	19.972669	0.256937	0.506752	0.994004	1.915952	3.556158	7.293438	16.539493	19.734985	22.318133	1.850642	2.489137	4.069091	4.956051	5.602219	6.191975	6.775203	7.494994	0.215176	0.293031	0.505683	0.632729	0.734476	0.81675	0.907477	1.029215	-11.682134	2.379356	
2560000	11	-1.9665663897	4.9930693395	94.5405969457	0.2122406291	3.3427138291	25.1664092016	6.440475	7.976225	9.663289	11.885463	16.240861	18.036593	19.212444	20.146097	20.893546	21.841712	6.225212	7.781711	9.761839	13.788861	15.543479	16.749135	17.741509	18.632413	19.494688	0.261023	0.512833	1.002978	1.929118	3.567178	7.295747	16.369286	19.356711	21.788321	1.909957	2.546864	4.192187	5.027243	5.683532	6.227691	6.733474	7.452631	0.221934	0.304746	0.522088	0.647105	0.747547	0.834805	0.922073	1.037487	-11.689305	2.364665	
2600000	11	-1.9390838323	5.0469929532	96.2396186348	0.4346300891	3.305386952	25.8968229067	6.302116	7.822121	9.603828	11.84442	16.354553	18.159528	19.381702	20.55371	21.396678	22.304362	6.1769	7.674038	9.61057	13.761111	15.630816	16.942829	18.014762	18.932743	19.918962	0.261305	0.518287	1.011878	1.9413	3.60366	7.335711	16.602069	19.672285	22.251466	1.907783	2.543677	4.169733	5.034251	5.677373	6.293939	6.807218	7.553708	0.221046	0.305735	0.522913	0.647524	0.744368	0.841885	0.925101	1.041506	-11.724652	2.376665	
2640000	11	-2.0263364006	5.0667174187	100.0257710436	0.1047245248	3.2158882092	25.8633548189	6.411092	7.876958	9.693802	11.829169	16.142736	17.905735	19.250988	20.31238	21.103597	22.279447	6.218028	7.768998	9.783363	13.772125	15.535632	16.772323	17.78848	18.646619	19.752536	0.255302	0.506285	0.994078	1.91864	3.528108	7.238041	16.408008	19.477927	21.917741	1.939388	2.568046	4.186844	4.997455	5.622751	6.234364	6.684401	7.38982	0.230014	0.311449	0.527277	0.650219	0.744544	0.830881	0.907669	1.01971	-11.848738	2.385722	
2680000	11	-1.9054393644	4.9533663205	95.6433498762	0.1347166749	3.2931237184	25.7915770858	6.637455	8.165675	9.916153	12.302187	16.621541	18.415412	19.656871	20.662058	21.410246	22.423353	6.319628	7.828457	9.795543	14.04571	15.824109	17.075974	18.039805	18.987679	19.859496	0.261127	0.518245	1.008476	1.950362	3.608713	7.337938	16.630639	19.641391	22.153287	1.859772	2.50343	4.105116	5.017178	5.623376	6.275826	6.787167	7.486949	0.216658	0.296836	0.511815	0.634736	0.737166	0.831839	0.9227	1.039204	-11.70754	2.389634	
2720000	11	-2.0378482495	5.018498445	101.6908484379	0.1424122379	3.2432588536	25.9811571268	6.579087	8.092861	9.832007	12.01	16.439182	18.328508	19.500744	20.600293	21.414591	22.399304	6.411191	7.873771	9.857037	13.966079	15.721472	16.964595	18.098546	18.792841	19.842473	0.245762	0.500347	0.982432	1.905793	3.532711	7.200046	16.475288	19.612017	22.167626	1.957271	2.595543	4.177024	5.003769	5.685381	6.213104	6.690035	7.332578	0.229542	0.309438	0.521959	0.644284	0.738687	0.824024	0.897704	1.012385	-11.820027	2.34191	
2760000	11	-1.9534052547	5.0420070728	102.3127092149	0.0869362729	3.2404684776	26.300967311	6.418912	7.936581	9.643089	11.911074	16.382245	18.322603	19.599699	20.634271	21.487442	22.541143	6.219464	7.640602	9.643969	13.828966	15.61394	16.950016	18.046319	18.908917	19.855782	0.251398	0.496848	0.966987	1.877029	3.493996	7.155542	16.481217	19.655026	22.291788	1.847261	2.467632	4.038234	4.938027	5.508457	6.114183	6.660771	7.311055	0.21574	0.291683	0.507093	0.622998	0.71988	0.806493	0.886371	1.003132	-11.873935	2.357905	
2800000	11	-2.0595605235	5.0632794244	102.9644740574	0.0255667084	3.3014136295	26.1221771851	6.318022	7.885239	9.549685	11.811084	16.339713	18.225241	19.543614	20.511713	21.434828	22.369025	6.249966	7.757259	9.734907	13.829396	15.67765	16.935587	18.040842	18.869527	19.879735	0.252552	0.499189	0.988203	1.889797	3.487714	7.197726	16.482414	19.537296	22.241878	1.946468	2.585307	4.21746	5.030661	5.706559	6.212914	6.701752	7.395304	0.230492	0.312463	0.524848	0.6459	0.737591	0.826608	0.900148	1.010774	-12.72019	2.354162	
2840000	11	-1.8824196605	4.9565407008	93.1073435383	0.1766514049	3.388137656	25.2807457131	6.418438	7.952721	9.696001	11.99625	16.392324	18.139266	19.385207	20.299123	21.073128	22.081065	6.21579	7.671441	9.665011	13.842272	15.634806	16.850914	17.933337	18.753876	19.661362	0.261363	0.518649	1.011384	1.941298	3.574492	7.342447	16.425802	19.450035	21.94121	1.849083	2.48266	4.112721	4.94015	5.662001	6.263182	6.797069	7.509927	0.216008	0.294631	0.504685	0.638033	0.737118	0.831896	0.914551	1.039941	-11.636548	2.344936	
2880000	11	-1.8574804322	4.96271494	93.2333236952	0.5594732438	3.2845106856	25.4388582478	6.523392	8.03946	9.813291	12.037106	16.369067	18.213059	19.398827	20.311378	21.249531	22.121292	6.193513	7.723353	9.695213	13.792814	15.559935	16.820997	17.788007	18.716506	19.691666	0.260969	0.514345	1.010267	1.926336	3.564878	7.294382	16.509351	19.445755	21.944934	1.812619	2.454194	4.102415	4.928686	5.575799	6.203588	6.788262	7.48876	0.2121	0.291396	0.502327	0.629235	0.729509	0.824809	0.918259	1.043849	-11.767168	2.386128	
2920000	11	-1.8724127509	4.9852931988	95.4181896719	0.0446686254	3.1381209168	25.7772077562	6.704415	8.208346	9.940765	12.079975	16.381864	18.127184	19.406267	20.354117	21.231583	22.259714	6.314483	7.700218	9.69583	13.73267	15.661058	16.809658	17.898097	18.683441	19.784771	0.258904	0.51526	1.005894	1.921781	3.586028	7.280116	16.498569	19.525267	21.949193	1.817363	2.433247	4.030505	4.931283	5.547089	6.191449	6.735658	7.471986	0.212553	0.291885	0.507113	0.629327	0.728189	0.822579	0.910158	1.029503	-12.126967	2.387318	
2960000	11	-1.9592015458	4.9613560433	97.1639706737	0.0033331849	3.3789970378	25.4141569529	6.40617	8.064302	9.750281	11.942279	16.474855	18.271625	19.453137	20.383969	21.281023	22.007785	6.240849	7.74953	9.742856	13.891042	15.537667	16.847022	17.934574	18.693111	19.71255	0.254295	0.507908	0.99762	1.896857	3.519772	7.227071	16.408296	19.45228	22.073998	1.865248	2.531065	4.106999	4.942095	5.591501	6.153667	6.686667	7.373303	0.219898	0.300946	0.513257	0.63505	0.731942	0.821127	0.906842	1.018423	-15.238561	2.357038	
3000000	11	-1.9561701047	5.0262946722	102.0315397273	0.0118615586	3.2174501384	26.0864534144	6.537182	7.930921	9.652769	11.977359	16.327884	18.230959	19.453352	20.502048	21.296443	22.418015	6.227212	7.64237	9.61568	13.781378	15.654871	16.864542	17.883042	18.842454	19.90102	0.24293	0.493795	0.971072	1.862667	3.457904	7.09282	16.351249	19.543834	22.216057	1.841816	2.469903	4.081337	4.879942	5.517643	6.096583	6.630146	7.300513	0.215634	0.293336	0.500649	0.62219	0.713306	0.806884	0.88242	1.000876	-13.424558	2.381533	
3040000	11	-1.9688666148	5.0071161072	98.9526670335	0.0089117199	3.2304377394	25.7533044267	6.516	8.02879	9.807458	11.982101	16.332595	18.105488	19.49153	20.359334	21.179264	22.12337	6.307717	7.76486	9.732231	13.82628	15.58498	16.797598	17.863279	18.719064	19.77068	0.2537	0.505023	0.988057	1.889227	3.494811	7.229333	16.405641	19.504531	21.919324	1.884673	2.527067	4.083137	4.959738	5.566362	6.161979	6.672246	7.391241	0.222949	0.302101	0.510416	0.636515	0.724796	0.817931	0.906372	1.013073	-13.775399	2.35641	
3080000	11	-1.8742658942	4.9932860937	92.0769358058	0.4305839664	3.227655874	25.7006078416	6.564562	8.081028	9.801618	12.034433	16.440647	18.307348	19.485347	20.392775	21.368241	22.283602	6.269442	7.802141	9.766672	14.002656	15.670424	16.903344	18.033987	18.901591	19.842502	0.266764	0.527535	1.038468	1.988142	3.680109	7.45657	16.704083	19.727641	22.072973	1.875404	2.526436	4.15385	5.072755	5.710054	6.348557	6.895695	7.652931	0.218669	0.292719	0.525554	0.64791	0.75406	0.844315	0.945675	1.069483	-11.664176	2.383332	
3120000	11	-1.9074014188	4.9751142238	95.943993342	0.0283534984	3.2534758618	25.6831391037	6.551965	8.158425	9.832346	12.079826	16.407374	18.273296	19.421087	20.513409	21.301889	22.265105	6.295796	7.767742	9.769623	13.895407	15.641169	16.907645	17.932919	18.779358	19.787223	0.258837	0.513395	0.998173	1.928668	3.570646	7.285106	16.403589	19.51846	22.108774	1.85731	2.499317	4.090048	4.948942	5.625883	6.220852	6.727629	7.507102	0.215962	0.293952	0.50806	0.637082	0.727463	0.829488	0.909472	1.029684	-12.499604	2.384008	
3160000	11	-1.9848185321	5.014081735	100.3280003731	0.3936039684	3.2053911411	25.9603798443	6.547251	8.058261	9.809007	12.069546	16.453393	18.219197	19.5456	20.447668	21.25233	22.28492	6.270494	7.796023	9.819272	13.812427	15.706647	16.922593	18.046672	18.724792	19.898605	0.255229	0.504505	0.980469	1.890227	3.519364	7.17443	16.492169	19.560435	22.125304	1.896677	2.55236	4.107883	4.95886	5.589029	6.184932	6.681396	7.336953	0.219975	0.302721	0.513776	0.635193	0.736299	0.822138	0.904131	1.016557	-11.789495	2.371847	
3200000	11	-2.051149431	5.107648229	102.2445093124	0.1215256029	3.0948148908	26.5007929765	6.54816	8.064363	9.691345	11.880829	16.292177	18.160765	19.332076	20.518096	21.365316	22.446014	6.308909	7.825635	9.750949	13.896771	15.69088	16.97546	17.893343	18.810754	20.056059	0.257824	0.493816	1.000421	1.926486	3.544034	7.31334	16.606861	19.686591	22.229598	1.998209	2.624497	4.238032	5.083966	5.71136	6.322461	6.757468	7.43336	0.233633	0.314453	0.532895	0.657775	0.74697	0.840536	0.920786	1.027541	-11.817559	2.379542	
3240000	11	-1.9387805782	5.0991099569	96.2570509141	0.8094206287	2.9685925679	26.4908667486	6.66714	8.177723	9.850801	11.585824	16.172711	18.022221	19.450957	20.41771	21.331817	22.477341	6.404855	7.795567	9.733202	13.829285	15.612683	16.784264	18.047806	18.897038	20.212249	0.266733	0.527354	1.034249	1.980652	3.675528	7.469723	16.643526	19.810387	22.195864	1.924438	2.600217	4.210126	5.063208	5.779494	6.426729	6.930802	7.661091	0.226492	0.31133	0.532028	0.658098	0.760862	0.851764	0.945594	1.074092	-11.93	2.378983	
3280000	11	-2.001936549	5.0873022569	102.8664114832	0.5234661837	3.0290298154	26.3873971047	6.579055	8.13784	9.757295	11.889816	16.171124	17.956126	19.302588	20.324308	21.364211	22.303105	6.305176	7.695717	9.73969	13.658312	15.55871	16.785313	17.856939	18.737284	19.841992	0.253442	0.50079	0.978944	1.876849	3.482799	7.197908	16.44688	19.595237	22.092431	1.89939	2.561647	4.137593	4.967961	5.566075	6.116261	6.658252	7.372135	0.224271	0.302538	0.517008	0.63074	0.729331	0.813557	0.88821	1.009055	-11.862493	2.3865	
3320000	11	-1.936856278	5.1147532854	101.9458253584	0.2496527257	2.9518479949	26.8933196613	6.590531	8.05991	9.742914	11.921007	16.220861	18.050015	19.334104	20.503138	21.383444	22.642633	6.365654	7.706021	9.666624	13.696623	15.537173	16.923568	17.94726	18.92912	20.070649	0.25612	0.511861	0.997501	1.905835	3.555748	7.304174	16.672607	19.855648	22.309894	1.859585	2.512424	4.079003	4.943091	5.595778	6.246512	6.761054	7.453474	0.217582	0.300548	0.50792	0.633668	0.729624	0.824062	0.900836	1.024161	-11.638364	2.386588	
3360000	11	-1.9354218522	5.1197384787	102.5610459153	0.6529487459	2.8982799265	27.2159568124	6.682142	8.181545	9.829583	11.92148	16.169844	18.171035	19.500664	20.707357	21.648187	22.046376	6.367107	7.794632	9.713028	13.762221	15.622679	16.865227	18.10566	18.988281	20.245071	0.258044	0.512161	1.003063	1.927371	3.576117	7.327102	16.807431	19.859145	22.51047	1.8603	2.520927	4.145382	4.976115	5.682064	6.241542	6.792514	7.518747	0.216567	0.297794	0.512907	0.633391	0.73482	0.82888	0.9062	1.029647	-11.861357	2.29657	
3400000	11	-1.8755478542	5.1095592543	101.8450912936	0.3344751967	2.9024830021	27.0941979409	6.670042	8.148148	9.780013	11.860429	16.178969	18.028748	19.489339	20.665668	21.451597	22.623916	6.256644	7.627758	9.594353	13.659872	15.4695	16.858616	18.006347	18.89676	20.182947	0.255712	0.506445	0.99593	1.908176	3.561503	7.254167	16.670591	19.838589	22.367315	1.798008	2.417184	4.019286	4.840453	5.561364	6.172128	6.692175	7.451634	0.207066	0.287985	0.502963	0.616419	0.721645	0.811454	0.910321	1.022665	-11.617426	2.385388	
3440000	11	-1.8861850547	5.1095616318	101.7337312877	0.1623977499	2.9024156159	27.0790927184	6.620828	8.167235	9.767211	11.886197	16.299091	18.101694	19.370638	20.5267	21.517338	22.635065	6.244687	7.69306	9.528151	13.724528	15.534741	16.830162	17.987324	18.921681	20.13031	0.255869	0.504304	0.988126	1.906085	3.542091	7.281775	16.702236	19.833775	22.376689	1.809236	2.438762	4.042844	4.880306	5.571007	6.165895	6.710571	7.462778	0.20828	0.287894	0.494777	0.623945	0.723258	0.816017	0.89808	1.026951	-11.613075	2.388854	
