State	Model	DGtau1	DGtaudag	Kdiss	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	logPrior	chiSquared	
700000	5	-4.2813416868	3.235003562	23.894225375	1.3401289843	0.6167071282	127.6601084104	18.9997524591	16.3062279303	14.2768763534	29.5252537211	25.6961400337	22.9566539936	38.8355933737	33.9862505378	30.6906397827	47.9100912309	42.778689104	59.1991526864	54.1509557774	49.9541327259	74.2386192246	68.8335990134	64.8142940271	98.9963173757	94.9883827462	91.7980947459	-10.324373	4.604687	
710000	5	-4.2997006325	2.0465676627	27.4443126627	1.364891611	2.215949538	129.3378913417	19.0026469798	16.2460583827	14.2734570494	29.483675192	25.4655398415	22.9168740608	38.7539270848	34.2455586658	30.7592091282	47.9587737883	42.7911594137	60.0055288674	53.8942285778	50.0837498972	75.0607793244	69.7024025226	65.1295464137	99.765520973	96.1865789272	92.5400504103	-10.333952	4.585833	
720000	5	-4.239396837	3.7764872006	25.8215938426	1.3508047856	0.1962484404	130.3174713929	18.7817846466	15.9926694544	14.0512464149	29.2312200863	25.311629533	22.4354304433	38.5848863282	33.9182331217	30.4152050463	47.4808393556	42.2877991123	59.9210002665	53.8457934381	49.2826979098	74.7967977727	69.425097897	64.8004868111	100.3237943334	96.3183344888	92.5382190553	-10.669001	4.595823	
730000	5	-4.1709164892	2.2181890798	22.3738779491	1.404735997	2.9906752542	127.4359352905	19.3395109169	16.3668437209	14.364862987	29.7622404704	25.7392335002	22.8176613231	39.2775605336	34.4267239049	30.5227590028	48.5475107253	42.5740152736	60.3018146976	53.8875648685	49.3416917251	75.1319575896	69.3732455971	64.3852245741	99.6057974059	95.1112464922	91.6366256386	-10.16156	4.47004	
740000	5	-4.1621702089	0.3532419163	25.8587312992	1.442268306	2.7135975843	128.6342442489	19.058304482	16.1869197496	14.2486662427	29.5993953213	25.5637470908	22.4865321369	39.1135703606	34.0817780159	30.3522320561	48.1652820548	42.4395428641	60.1152932705	54.0471023741	49.8068162654	75.4470923389	69.1427253828	64.5792559374	100.3901378176	95.7987491437	92.273068729	-11.476476	4.575988	
750000	5	-4.1704821317	2.8262877847	26.6858575143	1.4107114206	0.2924141852	130.5421555333	18.8730689793	16.1112670402	14.0015263516	29.2963291615	25.1917581157	22.5411025702	38.8737880459	33.8472243323	30.1565663988	47.8322246887	42.4356292627	59.9955941938	53.891305077	48.8115669721	75.2802433216	69.2084560603	64.131069741	101.3087347837	96.6280833602	92.7316246243	-10.280243	4.606991	
760000	5	-4.2186089498	1.1785854209	31.3382891269	1.4706823668	2.2236595979	127.9562863654	18.8257330293	16.1113783739	13.9722916286	29.043271465	25.4384393554	22.4780897039	38.5722410174	33.8736633249	30.4448990428	47.3781175577	41.9905457952	59.5915158404	53.7193217834	49.289403861	74.4062471576	68.697334277	64.0409114324	99.5788915108	94.9928061205	92.0720490771	-10.824484	4.580571	
770000	5	-4.0523136795	0.9134886064	34.9177952628	1.76724283	2.2346417966	125.9739491875	19.4192937887	16.3422542772	14.1393230402	30.1243473671	25.486484647	22.4013314736	39.2888088303	34.2329449528	30.3478311753	48.527713689	42.5985184778	60.1754296529	53.8709355972	49.281856973	74.897257233	68.5023295343	63.6426779078	98.392525862	95.2051549154	91.1071506741	-11.157799	4.429295	
780000	5	-4.2055940161	0.0634375512	33.6728446425	1.6063831322	0.8661460532	125.0713176211	19.3283882789	16.4964885145	14.4618540563	29.838609936	25.9108480999	22.8440516433	39.1509648591	34.5802059024	31.1067797212	48.0931868977	42.8533487472	59.7163544098	54.1345306937	49.8301401581	74.4482516787	68.6941905741	64.078194416	98.5696897559	94.6946261243	91.2462050135	-12.030143	4.612476	
790000	5	-4.2110025092	2.6252262711	33.136352878	1.5369883043	3.3081329889	128.3868188501	19.0809149098	16.1519536462	14.3800141731	29.6038727596	25.5307801381	22.8115318365	39.1576551497	34.2709116779	30.7368422212	48.0424247228	42.6655544953	60.131916863	54.37961168	49.9985013652	74.7264031923	69.2926588896	64.7050648996	99.5479366039	95.5654903941	92.7558460834	-10.420833	4.567849	
800000	5	-4.1420487081	3.7165691707	34.3029922923	1.6176027612	2.707916083	130.0648914221	19.2761324792	16.3063205025	14.0897394458	29.9461135304	25.6534607998	22.5515638088	39.4892011281	34.5877627381	30.4376846913	48.7270044658	42.8918342679	60.6240409738	54.4580746223	49.7747266724	75.4362853673	69.9103335484	64.7788728499	101.9154904934	96.2495185261	92.8115526993	-10.867134	4.618392	
810000	5	-4.0381520636	1.720985125	37.4192992794	1.7462185048	2.037588364	130.5482269354	19.0992583357	16.0056996325	13.8426350218	29.817320272	25.138924448	22.3434444806	39.2745449145	33.89360545	29.8607744731	48.5030737303	42.1472240565	60.6868239334	53.9788356875	48.9035511275	75.9165148938	69.1424547167	64.5201308637	101.1044398113	96.1603427225	92.2306061023	-10.711998	4.615633	
820000	5	-4.0096090528	-0.0701871562	36.6699144635	1.8710196798	1.4632333826	125.8933571509	19.3554705697	16.2748028712	14.1925688974	30.1697223165	25.6169374664	22.4987835581	39.8560825951	34.3385205533	30.248772015	48.6652850212	42.552670848	60.6675431277	53.8909286223	48.9316685203	74.841135014	68.7007171184	63.7113169422	98.6699015106	94.735767702	90.7881678315	-12.324314	4.620587	
830000	5	-4.0808935021	0.1028435956	37.4455238217	1.7424648657	1.8953396599	128.9427454473	19.2293360837	16.1894610351	14.0963301098	29.8040668503	25.5058243501	22.2787788571	39.4711583456	33.9578022759	30.3651787521	48.3187198514	42.2968919167	60.6368488284	54.5409800036	49.179532223	75.0438696902	69.1534596226	63.6544502068	100.5926786429	96.2455212941	91.8842753506	-12.096882	4.539592	
840000	5	-4.1670420214	2.1642114358	28.247880391	1.5283139553	2.0464439445	127.5680292798	19.4710507953	16.456394227	14.3159474742	30.1539544451	25.8583842818	22.8408497245	39.6721272658	34.6152469286	31.0880104814	48.9752245961	42.9946024267	60.6066282265	54.6642274146	50.3191977205	75.5763720392	69.6552305795	64.9842512189	99.471660367	96.5505889239	92.5782577675	-10.33723	4.5961	
850000	5	-4.1941673356	-1.3738362202	31.4813184415	1.5239606309	0.6599070706	127.2144736224	19.0694733906	16.2279514858	14.1471256616	29.6269443195	25.5983564772	22.8198720382	38.9402507666	34.1533288411	30.3193103324	48.0585711873	42.317165091	59.9470500134	54.0357478079	49.6472027129	74.2600468242	68.8028772748	63.7730416443	99.26624925	94.9635201775	91.5437639875	-14.421892	4.580832	
860000	5	-4.1832285006	1.4308667538	37.3195486463	1.5761903253	0.022135852	130.5097757083	18.7504051868	15.9012459933	13.9655919306	29.0712969236	25.0242113095	22.2650547686	38.6420167526	33.85851095	30.1103071385	47.7475697723	42.0426275479	60.0101760713	53.9014715923	49.5094168834	74.6535501462	69.043451187	64.6197206187	101.3383496384	96.1441019958	92.8547966393	-10.822238	4.624771	
870000	5	-4.1221808995	1.3247581688	30.40567977	1.5234206254	0.6523996836	128.3405298389	18.9027782253	15.9737474395	13.9917772233	29.3187479822	25.3119518693	22.0280741431	38.696020644	33.7435916569	30.1093633087	47.9478203406	42.1075031849	59.8563450531	53.3572455811	49.0158322361	74.4424022777	68.8506134221	63.6595533841	100.0279775189	95.554064605	91.5426931299	-10.705979	4.549728	
880000	5	-3.991668808	3.4518927781	33.6337393377	1.7272938762	2.7222241751	129.7525690452	19.1933631962	16.1501431824	13.813026281	29.7865990995	25.3153973341	22.2910980836	39.4598733521	34.0522398509	29.9000900027	48.798143563	42.7988142944	60.5139579866	53.8257387581	48.7467331404	74.9581431622	69.0489994101	63.5939669444	100.8777933826	95.8978824539	92.2409419097	-10.702607	4.502892	
890000	5	-3.9841033646	2.5352793518	41.4676288003	1.9493054926	0.2078313713	127.572451379	19.1874393678	15.8582578009	13.7154774931	29.5948002038	24.9328227419	22.0018734761	39.1732983437	33.7896571316	29.7150435022	48.0537939677	42.2378016588	59.7976578246	53.4997063004	48.2770483404	74.9029805445	68.4987399547	63.9293051789	100.2538364102	94.7094016428	91.0795461839	-10.65486	4.563151	
900000	5	-4.0150466979	5.4063225272	40.5936811372	1.9435165171	0.1855140921	126.0621267809	19.3283351768	16.1393378228	14.0661096845	29.9491461874	25.2786425632	22.4505837857	39.5428059884	33.8544920089	30.2856017318	48.0642888511	42.2222049648	60.002808033	53.7137268744	48.97185612	75.045029325	68.592392032	63.1029399956	99.3843321415	94.4953138213	90.8401998447	-12.916832	4.614657	
910000	5	-3.9827177665	1.774674527	33.5600023933	1.7866907789	0.1663065319	128.2373739278	19.5147564339	16.3141095212	14.0385110168	30.0730281216	25.5014678094	22.4247341609	39.8778378647	33.8958196532	30.1518939925	48.8699989894	42.6420285493	60.964993578	54.1075746374	49.2735250013	76.0139313699	69.3165070977	64.0557822855	100.7558977608	95.6325030314	91.4932864647	-10.60843	4.535465	
920000	5	-4.0053021521	1.2601346367	31.3229633765	1.7677924609	1.3870142502	123.8098109011	19.5929055461	16.3932163072	14.0977723315	30.097804859	25.6490797682	22.5057958513	39.6542580045	34.4079941961	30.348054526	48.5235403378	42.2444537812	60.1351947944	53.742607762	49.2041163803	74.2527533489	68.0683795981	63.3777151456	98.4258142887	93.444225849	89.9507776837	-10.800921	4.575214	
930000	5	-3.8852408249	2.2692067208	31.4965265029	1.8473266653	1.045439627	124.6887475844	19.472206568	15.9552755959	13.7899139585	30.2784441788	25.0958351874	21.8440248412	39.3871981435	33.3752917795	29.3160005379	48.6576579542	41.862195427	60.0323409005	52.9373105447	47.9921261805	74.7461295816	67.8750989676	62.6013859867	98.3136621441	93.6867847805	89.7983758618	-10.415004	4.622046	
940000	5	-3.907723815	-0.8325909673	41.2489430248	2.2293851777	1.171253611	126.5046271129	19.8625311512	16.5321344929	14.1712766569	31.0010368218	25.9713239479	22.6046074368	40.1387732561	34.9148904684	30.5382519818	49.632900281	43.0781174924	61.2309401402	54.6466730923	49.1762409196	75.8365577399	69.3801900227	64.9757490359	100.3247435959	95.4560188413	91.4947760805	-13.741971	4.61762	
950000	5	-3.8056133643	2.9819692267	40.6835615188	2.2526348911	1.4679395032	126.5238626983	19.5186975352	15.9067330689	13.5009408468	30.1744506785	25.136705062	21.7419726834	39.6761264197	33.488834575	29.4751509814	48.607565504	42.07978638	60.7536403353	53.3622165362	48.2758184974	75.0261721535	68.1039654441	62.4138789341	99.8038772912	94.1930636509	90.6331718007	-10.78019	4.623561	
960000	5	-3.795815107	0.9121924713	35.1600011929	2.2489921727	3.3121819706	124.221305372	20.4157576555	16.6664942325	14.0696358682	31.1901456726	26.1308484445	22.427066161	40.5859274573	34.5278064382	30.5606675874	49.8761539199	43.4602870926	61.4173183261	54.0779809774	48.6856756737	75.5041704953	68.8584019879	63.5528381843	99.6704663962	93.6128844432	90.2257440807	-11.289669	4.616916	
970000	5	-3.746631082	1.4221711826	34.0493623541	2.1826500645	0.9527432348	125.2897734471	20.1879132663	16.003152512	13.8271244486	30.8349240456	25.4669117188	21.7885654928	40.146081191	33.8708459188	29.8030055875	49.4304653111	42.0436441192	60.9815879358	53.6180944079	48.000196509	75.4521182889	68.0942629716	62.3851387464	99.2319313014	94.433765385	90.0247272343	-10.87752	4.503275	
980000	5	-3.746323338	1.3125822807	32.9476709801	2.1282534674	1.7367407322	125.5328493218	19.8472483366	16.1171517937	13.6906880271	30.4774843535	25.5191705705	21.9971241938	40.3643512374	33.7657521539	29.6596261412	49.370747201	41.627799677	61.1503745364	53.3295611645	47.6840890995	75.544230467	68.3161517499	62.413842765	99.0661175117	94.1715185868	90.3293116617	-10.906432	4.575479	
990000	5	-3.7443285145	0.8852592069	32.4391270044	2.1147403323	1.7001040437	124.3851272256	19.9419952438	16.1993860429	13.5780261668	30.3357058825	25.3469442841	21.7097093168	40.0535315431	34.06542227	29.5494612763	48.7830105849	41.7656802485	60.2880965976	53.444200672	47.8923584383	74.5425962422	67.9725891076	62.3190481186	98.5126693592	93.304294561	89.0581272175	-11.205137	4.601508	
1000000	5	-3.7486871278	3.2399119077	31.4139301861	2.1147208454	2.6173993873	125.8283249919	20.1028109416	16.3692252591	13.7923609027	30.9937426384	25.361461705	22.0275708978	40.5685985352	34.102550583	29.7635920631	49.8857572441	42.5473679792	61.5710248745	54.2192339105	48.5196094673	75.9180727557	69.0528043441	63.6888225709	99.6949843799	95.3959220336	90.2635270272	-10.64582	4.523437	
1010000	5	-3.7568712449	1.1625884867	30.896886433	2.0484116037	3.2862070211	125.4352776466	19.8932599686	16.2059744008	13.7650824429	30.5254884483	25.487179807	21.9325120517	40.2665531415	33.980185772	29.7600896515	49.428268536	42.3706932466	60.9572905625	53.5343255705	48.3664045547	75.6415670134	67.7020725624	62.6922499661	99.4402154587	94.2980562829	90.3250876732	-10.942356	4.601967	
1020000	5	-3.7998552644	2.3703132629	28.6477791517	1.9133150358	0.254406812	127.2816481635	19.8357416442	16.3482732913	13.9005896606	30.967662871	25.4966730255	22.0097041717	40.6526935979	34.0279257884	29.7248827394	49.4892603556	42.1942806554	61.5544376338	53.9465807044	48.831636684	76.2823768403	68.9579500029	63.3494220264	100.2776987893	95.328943909	91.1400230125	-10.392775	4.544593	
1030000	5	-3.8240189142	1.9002797931	33.407335377	1.9822257633	1.5402836383	129.4994693004	19.8809666488	16.104763719	13.6342484419	30.7606912182	25.5910389604	22.0555444807	40.2664929879	33.8779149688	29.9516821108	49.346973149	42.5727677267	61.6526128847	54.2117489566	48.8542539685	76.9241374362	69.2754994844	64.2675009139	101.2847763612	96.3538274436	91.7822434193	-10.622039	4.585687	
1040000	5	-3.8506238094	5.4546604312	34.256805696	1.9985594854	1.1125007791	126.2355547741	19.6364178774	16.1618874099	13.8714871417	30.2710876024	25.4571897522	22.1014996027	39.8230717008	34.2865165338	29.7870939836	49.2190751118	42.6082329751	60.8499639401	53.7130698423	48.4322722146	75.4385267676	68.646774598	63.1595409125	99.4852009314	94.3057525934	90.6118042454	-12.878942	4.627029	
1050000	5	-3.9137132605	3.5394117562	35.8940405845	1.8907507223	0.9923985606	130.5332019981	19.499649445	16.1129960353	13.7933184868	30.3792860587	25.4597197125	22.0844487142	39.8571243998	33.9941437027	29.8836855512	49.0083972822	42.6830805028	61.5921858293	54.3135904857	48.727533535	76.5459795353	69.3339269143	64.2290780244	101.6905320356	97.3519084801	92.6115144542	-10.847599	4.592885	
1060000	5	-3.9156403937	0.3925695947	34.9456490938	1.9335025373	0.2987949517	128.8113326386	19.8831963137	16.3686170743	14.0610186266	30.6407069547	25.717390383	22.5092490562	39.9956778268	34.5096207775	30.415357793	49.3119289652	42.8970411369	61.5863720066	54.5350733298	49.2148403399	76.6112424971	69.4774399351	64.2573869939	100.7130774683	96.4260508328	91.5782454337	-11.743073	4.627342	
1070000	5	-3.9504248467	2.6895771969	34.6139111081	1.9417669055	2.4965601243	125.6320835328	19.9183220878	16.61917979	14.2448619415	30.6622205026	25.7191943219	22.836217699	40.3129644902	34.4474749972	30.3544532077	49.266477141	43.0465153467	61.1904199478	54.3063501517	49.3441817994	74.9659300621	69.4788613254	63.9848953575	99.4986621075	95.039399853	90.8429341379	-10.528567	4.426683	
1080000	5	-4.0159241215	3.0720858531	39.2805196842	1.8511356985	1.1539512893	130.3415335539	19.3964803754	16.1609279082	14.0486235278	29.9983430467	25.5149969305	22.1763885649	39.5127271201	34.1560295852	30.2307311873	48.6245247526	42.623298249	60.8509563806	54.2574028693	49.1302614222	75.8693608187	68.8371341778	64.4489951082	101.3510340886	96.4503852826	92.4912398645	-10.704121	4.462613	
1090000	5	-4.1415070914	4.133253875	45.2998491675	1.9426394117	1.1713736857	124.5760575623	19.3533136412	16.1423609877	14.0350071881	29.5158866717	25.5883569836	22.6505153668	39.271498617	33.8118620947	30.4814530043	48.0338197723	42.5978770995	59.1948702448	53.8381104866	49.0287658055	74.1429855785	68.26445425	63.6491600957	98.2465168326	93.72741418	90.4327347433	-11.448809	4.622929	
1100000	5	-3.9116757166	2.2479926267	40.0408640701	2.0890797133	2.8637424174	127.5773532579	19.8012474682	16.390176533	14.0098192466	30.4138864934	25.7041725166	22.2652554431	40.2770431184	34.4513740412	30.3677014738	49.1576445449	42.5884257999	61.3336931133	53.8523928709	48.9586501505	75.8956231716	69.3137713204	64.0856158267	100.2167809819	95.201110785	91.164538381	-10.691841	4.460394	
1110000	5	-3.8728033693	4.1706510639	41.2355684022	2.1999740267	2.6393410633	127.2051813432	19.695914	16.189822	13.997937	30.467995	25.636513	22.174583	40.120741	34.138105	29.994931	48.783781	42.330039	61.204541	54.114129	48.540029	75.783313	68.729666	63.628211	99.798751	94.547888	90.686545	-11.48009	4.594642	
1120000	5	-3.923254595	1.5901839426	45.5406862602	2.3272049688	3.1370106734	125.9362901005	19.818252	16.271572	13.979901	30.675275	25.765075	22.394777	40.188186	34.248243	30.25043	49.169731	42.848074	61.146802	53.975337	48.999215	74.868401	68.200908	63.560913	99.276571	95.001101	90.035733	-11.063001	4.616713	
1130000	5	-3.7893909657	3.7387676376	44.0898220814	2.538317187	0.0502475466	125.5115627434	19.920561	16.247274	13.890891	30.697014	25.481985	22.100279	40.379868	33.798573	29.611576	49.507646	42.432643	61.179022	53.632268	48.567408	75.71649	68.555089	62.999267	99.35917	93.575029	90.347642	-11.281087	4.59189	
1140000	5	-3.7665500054	4.5098325898	45.5137039901	2.4610634407	2.8869731773	128.7185098474	19.500601	15.69542	13.495074	30.121292	24.847391	21.601436	39.713218	33.559518	29.069662	48.59391	41.874181	60.483913	53.359852	47.96392	75.407745	68.156776	62.790583	100.325252	95.441108	90.844908	-11.975442	4.598623	
1150000	5	-3.7491450363	4.7296138277	43.3055173586	2.5658885308	1.7980384366	125.2246913421	19.851067	16.35338	13.766859	30.376116	25.287283	21.528073	39.975096	34.056771	29.500247	49.043581	41.744703	61.024611	53.506477	47.536909	75.296539	68.10015	62.032532	99.032188	94.269551	89.446532	-12.198843	4.615046	
1160000	5	-3.6943526332	3.6796003481	41.9384445688	2.6804245182	1.5284043621	125.517901151	20.229246	16.358296	13.655816	30.877998	25.484528	22.003969	40.62776	34.000826	29.632843	49.660584	42.302983	61.947488	53.79743	47.893302	75.500476	68.573765	62.569955	99.782027	94.124906	90.022133	-11.247365	4.556745	
