State	Model	DGtau1	DGtaudag	Kdiss	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	logPrior	rho
83	5	-3.9124087893	2.5962299059	12.557875267	1.4253669346	2.7147865578	126.5513442577	19.427523	16.265761	13.85158	29.97913	25.435678	22.160008	39.807217	33.922478	29.91488	47.941811	42.624942	60.776321	53.334637	48.805091	75.369802	68.74174	63.387991	99.252028	94.656576	90.249086	-9.88346	4.579867
84	5	-3.8478573083	0.7986795254	1.6442655453	1.2889684922	2.590164111	130.6321482673	19.616337	15.798129	13.807679	30.169977	25.139876	21.562632	39.987452	34.017986	29.439201	49.241737	42.541945	61.104076	53.876154	48.72034	76.20113	69.249057	63.917321	102.247312	95.083798	92.31843	-10.833153	4.598878
85	5	-4.0832623548	3.8506366261	1.3369897678	1.1616654485	0.3017675727	129.8918242396	19.239814	16.131697	14.196448	29.758808	25.797454	22.475988	39.905796	34.229827	30.121977	48.166451	42.702595	60.884177	53.914658	49.480287	75.612182	69.478865	64.510733	101.074881	96.07897	92.384342	-10.627566	4.556111
86	5	-4.1650260155	2.6562561025	5.4788029573	1.1568288338	0.1384828467	131.3582397185	19.127617	16.101144	14.149668	29.433533	25.138571	22.529074	39.005512	34.007224	29.773807	48.157226	42.8501	60.729915	54.286712	49.679452	75.656951	69.885191	64.350702	101.708469	97.151254	92.662098	-9.796375	4.614786
87	5	-4.1376904143	0.5020692295	3.6696703601	1.1723225993	0.321340596	127.0139103662	19.217297	16.356604	14.188993	29.846884	25.599142	22.456814	39.28728	34.12586	30.795679	48.237127	42.644204	61.107123	53.710795	49.538587	75.031725	69.55076	64.4544	98.884577	95.445782	91.594401	-10.867787	4.487052
88	5	-4.1704211691	3.1660253398	5.6388646509	1.1868299324	0.4171039874	126.6952003678	19.222106	16.228788	14.447339	29.70472	25.720644	22.739517	39.30837	34.452734	30.712318	47.930129	42.584817	60.378827	53.942769	49.683409	75.055148	69.840029	64.702681	99.902813	94.552383	91.992636	-9.879759	4.578603
89	5	-3.9905052589	3.1885180856	2.9831920526	1.2429782748	2.6130893654	126.3204363927	19.394496	16.15813	14.109994	30.446567	25.617356	22.287057	39.223649	34.238325	29.745827	48.393036	42.625522	60.8338	53.817835	48.959573	74.724766	68.937508	63.551195	99.688512	94.399878	91.155493	-9.945796	4.486652
90	5	-4.1121872925	0.5419662654	0.015087411	1.1432176644	2.950628306	127.9604259842	19.192039	16.34105	14.165038	30.006767	25.560587	22.594769	39.271538	34.151049	30.621049	48.188636	42.594596	60.430338	54.1792	50.067053	75.172775	69.186116	63.60931	100.294697	95.530328	92.068777	-16.632847	4.625618
91	5	-4.2644487397	2.9803419245	0.292820653	1.0814751705	0.2805656748	129.3554187448	19.113994	16.427481	14.494602	29.756566	25.538176	22.697296	39.002018	34.429239	31.213012	48.406406	42.881409	60.533244	54.53764	50.346901	74.557313	69.760214	65.57135	99.759214	95.624002	92.63332	-11.342594	4.575874
92	5	-4.1791695482	2.8837616189	1.1915113516	1.0997539145	3.101651983	130.9333099387	19.065822	15.970298	13.820279	29.417392	25.267223	22.493766	38.708335	34.363293	30.322088	48.113216	41.981254	60.33078	53.768027	48.973404	75.70179	69.762817	64.463904	100.741856	95.98976	92.907479	-10.242801	4.553686
93	5	-4.202540906	2.5622477419	4.581717595	1.138692482	1.6700179143	126.618822276	19.065451	15.88658	14.150897	29.508427	25.376094	22.606892	38.751754	33.930032	29.981824	47.570723	42.480102	59.395824	53.751076	49.133767	74.151747	68.732078	64.264455	97.698192	93.645748	91.308368	-9.759417	4.624368
94	5	-3.9464885311	0.6476612416	1.5720100972	1.2467036985	1.0825691532	129.9394386755	19.5882	16.298669	14.07031	30.535537	25.757245	22.279963	40.011045	34.018847	29.907777	48.839633	42.831608	61.355661	54.509743	49.271846	76.579175	68.847589	64.24727	101.923289	95.954481	92.487465	-10.992289	4.593987
95	5	-3.9230896711	2.9566987939	7.4505184392	1.3464563871	0.0570063636	128.7861955615	19.543914	16.32088	13.960826	30.440493	25.503284	22.311685	39.947797	34.398392	30.39054	49.159483	42.204454	61.172357	54.504149	48.997329	76.606947	70.072639	64.622394	100.463986	95.525702	92.32102	-9.849379	4.580483
96	5	-3.9837301714	0.7940037691	11.6444470216	1.3600682536	0.4991706535	128.1622132857	19.426049	16.524982	14.182254	29.941876	25.327976	22.595992	39.442234	34.44019	30.456865	48.882207	42.718688	60.857422	53.812697	49.521337	75.33456	68.836754	64.009095	100.356663	95.579678	91.630593	-10.652915	4.453533
97	5	-3.9217315606	1.4164658936	0.4137174767	1.2591466789	0.0034132564	128.4535666765	19.653471	16.405069	14.124925	30.648721	25.668009	22.422372	39.951145	34.348324	30.054721	49.134549	43.173527	61.215382	54.700613	49.246447	76.111472	69.191904	64.307544	100.267083	96.588052	92.452127	-11.252559	4.474652
98	5	-3.9373396312	1.0672726736	14.3813731834	1.4424745887	0.7763553419	127.5323114213	19.404378	16.203097	13.906346	30.166545	25.655488	22.082427	39.740292	34.183943	30.091593	49.468506	42.291062	61.368217	54.527153	49.336991	75.244606	69.434962	63.166458	100.142631	95.306668	92.006468	-10.493702	4.629343
99	5	-3.810196105	2.5386374219	9.5302060139	1.4298006148	2.5763496799	129.2478168011	19.501655	15.852829	13.620851	30.393654	25.097022	21.90666	39.796912	33.502118	29.268803	49.003823	42.227433	60.798874	53.221123	48.912092	75.608218	68.632888	63.429235	100.762327	95.772688	91.279388	-9.837912	4.489658
100	5	-4.0783132714	5.230793313	29.1783407507	1.6467004807	2.8276931462	123.4410844843	19.563995	16.402906	14.233676	30.269491	25.805503	22.621404	39.523043	34.627004	30.786638	48.49141	42.616831	60.019738	54.056344	49.328043	74.113626	68.399821	63.493427	97.797065	93.499122	90.766293	-12.327333	4.580454
101	5	-3.8364040432	1.6136541716	18.742703944	1.5638779244	2.3065167313	131.8771308787	19.621456	16.079481	13.846505	30.327422	25.410094	22.033952	40.332911	33.999834	29.620387	49.064408	42.53355	62.022683	53.932371	49.412369	76.744992	69.561886	64.199981	102.647661	97.129713	92.885363	-10.314136	4.59489
102	5	-3.8540357955	3.0170775217	13.8749287609	1.4705048107	3.3717426411	127.1331507527	19.449112	15.924413	13.59238	30.267366	24.935	22.00593	39.391987	33.538745	29.074757	49.023107	41.804574	60.938227	53.555898	48.075547	75.315107	68.363429	63.019978	99.287432	95.322953	90.388646	-9.991561	4.599136
103	5	-4.0056972555	2.9668547914	1.6951086113	1.1962012525	2.9260887149	128.5459507595	19.127357	15.945824	13.845155	29.903982	25.222696	22.070474	39.467641	33.787115	30.090742	48.281112	42.330198	60.982132	53.716521	48.80572	74.762326	68.724275	63.939899	99.517121	94.523469	91.458406	-10.06522	4.602817
104	5	-4.076422641	4.2344916466	14.2518857519	1.3103251058	1.6028090115	130.880437934	19.266534	16.072273	14.159671	29.787394	25.607321	22.694476	39.185122	34.104887	30.630436	48.224892	42.690877	61.233686	54.366532	49.286152	75.97552	69.174662	64.63038	101.339066	96.747067	93.089414	-10.755429	4.61691
105	5	-4.0654100698	5.2628927812	16.0137894559	1.3692700871	1.4697465923	128.340534595	19.343536	16.289007	13.965956	30.10694	25.690873	22.235747	39.45039	34.095144	30.615355	48.708683	42.688311	60.804722	54.110529	49.363927	75.351052	69.2104	64.313773	99.717624	94.954776	91.470394	-12.040036	4.571369
106	5	-3.8458589246	0.9686670328	16.764005022	1.626987119	0.0798498398	123.9232951536	20.076479	16.425234	14.561702	31.010248	25.782406	22.108041	40.618076	34.345091	30.030201	49.723823	43.0143	60.965945	54.151954	48.679083	76.120574	68.910941	63.58241	97.498087	94.298392	90.717786	-10.652539	4.586059
107	5	-3.9682580031	2.3717852398	24.6730624828	1.6306415491	0.8605621026	127.2023325233	19.701568	16.365936	14.217316	30.471045	25.706591	22.809115	40.412153	34.554107	30.737243	49.112063	42.95983	60.539103	54.514351	49.148454	75.803078	68.935287	63.939785	99.343978	95.248713	92.023289	-10.232201	4.616566
108	5	-3.9694040124	0.1586381985	12.7884339415	1.4368523354	0.2310661936	124.616880618	19.976608	16.539609	14.223021	30.633026	26.07347	22.777635	40.357267	34.689031	30.472036	48.497594	42.948318	61.078535	54.236587	49.488991	75.804265	68.672474	64.427007	99.404949	93.909972	90.811408	-11.369814	4.566745
109	5	-3.8698934567	3.0118970675	2.4546058402	1.3289755001	0.8327111674	124.5880828299	19.870369	16.381543	13.884157	30.46419	25.56109	22.069257	40.315654	34.022413	29.949281	49.037614	41.976789	61.115471	54.186628	49.047131	74.872081	68.037745	62.902884	98.476851	93.843135	90.049905	-9.940393	4.52102
110	5	-3.6734573019	3.6129610634	0.5381160843	1.4457496993	1.5893656538	124.4781889368	20.184321	16.298589	13.847076	31.250569	25.556622	21.974486	40.840795	34.176298	29.770373	49.602791	42.610292	61.381314	53.487815	48.163476	76.01321	68.208596	62.659636	98.438693	95.210644	90.223912	-11.059382	4.585329
111	5	-3.9391150553	0.7438331353	6.8255877057	1.3727935264	2.5244445194	124.3702610301	19.947005	16.554337	14.280109	31.030053	25.821171	22.805489	40.624249	34.453885	30.571931	49.236336	42.349637	61.653561	54.535662	49.548928	75.149002	69.250848	64.16302	98.011722	94.36545	90.948516	-10.598733	4.524091
112	5	-4.1528334334	1.9489914979	10.2629233697	1.2031284519	0.7720448048	131.1182154238	19.045178	15.933744	13.974879	29.429437	24.982136	22.349996	38.574965	33.888819	30.576465	47.715773	42.544806	60.29543	54.163653	49.755708	75.064439	69.194132	64.757861	101.31198	95.88718	93.121096	-9.925427	4.551706
113	5	-3.9602675139	4.7660633695	16.1110060457	1.4551250255	1.6026619985	126.4097237918	19.379351	16.204589	14.070015	30.109291	25.705479	22.308416	39.546189	33.918183	30.278077	48.57206	41.850969	60.613061	54.061075	49.020587	75.506967	68.931987	63.849337	99.279139	93.97543	91.044479	-11.360814	4.589792
114	5	-3.8812172583	2.7103291946	15.4620445514	1.5005676218	2.0910692698	126.1914673036	19.59679	16.323996	13.742972	30.446145	25.491518	21.884217	39.655223	33.568392	29.701009	49.01879	42.27117	60.864302	53.461697	48.392888	76.026811	69.014267	62.860869	99.453393	94.171838	90.589064	-9.9731	4.560883
115	5	-4.02927652	2.6257915067	8.2880662796	1.311639714	2.831732981	125.6283975294	19.636304	16.742288	14.133174	30.209985	25.833357	22.660344	39.875267	34.516388	30.589972	48.702929	42.670645	60.812981	54.170718	49.859024	75.509701	69.232909	64.141058	98.844752	94.774155	90.704928	-9.785044	4.532975
116	5	-3.8239525717	3.9537571569	0.1373520564	1.3343008637	0.6623454701	122.6837198861	20.041602	16.582376	13.92786	30.593319	25.60709	22.353343	40.149177	33.607597	30.080836	49.641916	42.667013	61.106799	53.435399	48.678276	75.201322	68.555486	63.818538	98.108773	93.054652	88.832498	-12.63342	4.619214
117	5	-4.0506284943	-1.458295711	3.4339639223	1.2118304864	0.6424027083	127.2352240853	19.335861	16.283405	14.050385	29.561922	25.67242	22.465438	39.305037	34.235944	30.067949	48.2383	42.030273	60.389069	53.878726	49.311947	75.058432	68.539197	64.150555	98.935498	95.322891	91.187078	-14.032057	4.37548
118	5	-4.0076928728	1.4557102595	13.179938724	1.3486320911	2.7969908045	129.6719727937	19.220783	16.234083	13.873128	29.873804	25.430672	22.267412	39.410981	34.331053	30.204781	48.825769	41.928605	60.529975	54.601454	49.248499	75.871667	68.725788	64.203085	101.352175	95.890902	92.619213	-10.204048	4.602961
119	5	-4.0809290488	6.1955413215	0.3191262836	1.1406769407	0.5896599995	129.1237868236	19.184261	16.07648	13.904169	29.613467	25.064236	22.068293	38.965883	33.950569	30.068005	48.213086	42.07973	60.162559	53.417303	49.116204	74.962929	68.11598	63.875171	100.34342	95.954006	91.336241	-14.853143	4.439191
120	5	-3.9442585629	1.5182072024	0.0268214485	1.2377070362	2.3164374085	124.2200697042	19.625842	16.246461	13.866168	30.362944	25.582991	22.385017	39.769576	34.172157	29.728087	48.657996	41.788476	59.999899	53.586273	48.336028	74.212498	68.569541	62.749749	98.424332	94.14084	90.01767	-14.757558	4.443173
121	5	-4.3221037981	3.0042636747	7.2667510471	1.1195352867	1.7344231759	128.1000375024	19.006597	16.549674	14.368733	29.146354	25.705326	22.962012	38.802533	34.104899	31.003793	47.842525	42.739373	59.436334	54.356987	50.560312	74.610737	69.068215	65.175773	100.100939	95.722154	92.625209	-9.865088	4.552152
122	5	-3.923781487	4.0821390618	3.146635731	1.3238859149	0.8597385875	126.3376941672	20.131411	16.480536	14.173967	30.890323	25.995518	22.781032	40.53967	35.044816	30.496738	49.708984	42.586404	61.276662	54.755678	49.237	76.099704	69.088857	64.680382	99.866828	95.422822	91.797031	-10.507646	4.502673
123	5	-3.9325529366	3.3965653681	0.0126704329	1.2664139435	0.9103233935	127.0910485795	19.888678	16.399309	14.32295	30.624858	25.91519	22.385697	40.414452	34.831358	30.511358	49.762422	42.959662	61.698677	54.216917	49.391407	75.776917	69.619341	64.026653	99.427127	96.594332	91.681692	-16.164139	4.534603
124	5	-3.9826828964	4.2496186176	5.8842716089	1.2780440135	2.071963929	125.526854636	19.567158	16.12827	13.920236	29.881723	25.596936	22.09395	39.12244	34.134232	30.071143	48.235801	42.105501	59.90787	53.644602	48.764127	74.813876	68.352872	63.266999	97.932229	93.761471	89.710771	-10.564512	4.594437
125	5	-3.9485728705	0.8095685499	4.8372892723	1.3181503516	2.8377488093	127.8214621337	19.931495	16.635352	14.341351	30.918826	26.076238	22.660812	40.21674	34.172669	30.63309	49.23697	43.181827	61.575032	55.119265	49.649052	76.335542	69.819439	64.286087	100.532978	96.042497	91.804357	-10.554616	4.624222
126	5	-4.0158127507	1.8783510329	0.0113680151	1.243011061	2.2788551877	123.5286404763	20.13715	16.816538	14.599672	30.554028	26.094462	22.918332	40.362877	34.678493	31.040312	49.220226	43.317523	61.024883	54.080693	50.124069	75.066452	69.621812	63.919865	98.380313	93.91179	90.621043	-16.247362	4.550462
127	5	-4.0620957459	-1.9893447783	15.4370296764	1.3753576744	1.5969768877	126.3716946629	19.355024	16.348989	14.282768	30.105625	25.660579	22.735852	39.483263	34.269367	30.395677	48.525034	42.578994	60.5764	53.841434	49.63762	74.754431	69.012697	64.231391	100.014375	94.380856	91.705001	-15.396719	4.457716
128	5	-4.0676861366	2.7915728149	37.989785427	1.798165991	0.5868946491	125.3355012315	19.086344	16.230066	14.115839	29.592855	25.315572	22.401275	39.667157	34.141471	30.247124	47.990833	42.066499	59.745805	53.16206	49.045492	73.933371	69.155688	63.50728	98.143416	94.37804	90.732619	-10.561071	4.52524
129	5	-3.7213038623	2.9210101562	39.7608979202	2.3782416672	0.2918316762	127.4593774667	19.792756	16.242154	13.625527	30.363555	25.158325	21.480629	40.323861	33.610027	29.292913	49.412965	42.114621	61.900078	53.555642	48.257198	76.363126	68.778653	62.72755	99.828888	94.350737	90.851295	-10.794995	4.589619
130	5	-4.1210755102	2.5986289927	35.4304590661	1.6882734258	2.7827260137	124.6982235458	19.327728	16.367311	14.031464	29.628875	25.382943	22.346336	38.922277	34.0466	30.297646	48.164307	42.263048	60.244713	53.22898	49.201977	73.482051	68.420819	63.675398	97.816742	94.066053	89.88363	-10.461387	4.41896
131	5	-4.0982598725	4.3320716165	44.4567348962	1.8407568161	2.4325665722	128.5779316298	18.846167	15.975128	13.818927	29.208662	25.223734	22.22433	38.877399	33.629018	29.660782	47.715364	41.546862	60.241333	54.072838	48.844028	74.295216	68.590004	64.237943	100.438108	95.094214	91.430735	-11.60137	4.596851
132	5	-3.9750533165	1.82668439	49.8488567891	2.2682376786	1.1044665172	129.7209615865	19.39418	16.410683	13.963542	30.421867	25.383598	22.496175	39.716518	34.063659	30.392368	49.392317	42.320032	61.923561	54.231726	49.65974	75.898299	69.374538	64.072694	101.580485	97.354884	92.947488	-11.048439	4.544729
133	5	-4.0541008538	4.1131058835	44.1924309134	1.9118589541	2.5459076234	129.7088513249	19.094162	16.060023	14.009975	29.82025	25.433093	22.391795	38.868015	33.719304	30.344485	48.406184	41.961762	60.715412	53.963929	49.226315	74.955555	68.862562	64.236224	101.051278	96.258178	92.373727	-11.423092	4.451141
134	5	-4.0635136515	4.4397662215	58.2186128594	2.8039015171	1.189567781	124.2605466513	19.819195	16.933586	14.711376	30.53987	26.167519	22.848391	40.15797	34.831294	30.921195	49.149685	42.932029	60.449646	54.610867	49.918775	75.053081	68.865548	64.298191	98.993348	94.013526	90.894028	-12.227819	4.600183
135	5	-3.9771355114	4.4466383772	37.2392975672	1.9122449911	2.0135441178	128.1823098505	19.725609	16.383062	13.973347	30.452668	25.853867	22.40767	39.970055	34.154912	30.530224	48.635827	42.84902	61.411804	54.777187	49.470426	75.916765	69.514598	64.350674	100.997647	95.592089	91.895488	-11.603243	4.522223
136	5	-3.9692206672	3.3746846499	23.8018403933	1.5150396611	0.8210113973	129.8171649933	19.220029	15.891127	13.677382	29.567428	25.006755	21.748256	39.103138	33.338344	29.948662	48.876763	42.194253	60.352063	53.755994	48.520217	75.836036	69.166461	63.746064	101.552323	96.284809	92.305896	-10.388604	4.537403
137	5	-4.0816159031	2.7562954214	24.8726781297	1.5123267822	0.0764934597	129.528665215	19.687282	16.398551	14.345361	30.480066	25.687988	22.632049	39.281622	34.819456	31.000641	49.118284	43.354718	60.874978	54.843121	49.988896	76.542826	70.680351	65.153995	100.885598	96.0395	93.660337	-10.248234	4.623689
138	5	-4.1589867283	2.8757487736	31.1173214019	1.5447717286	0.0319638093	128.7248892705	19.222796	16.277867	14.340325	29.736748	25.666827	22.596921	39.487738	34.156435	30.490541	48.627484	42.845353	61.27449	53.877159	49.554725	75.607593	69.035472	64.532813	99.934886	96.212866	92.700179	-10.40999	4.497709
139	5	-3.8976622857	0.9936578869	48.060705546	2.4201201222	1.5940463205	126.4764922487	19.714846	16.267175	13.875458	30.478485	25.622202	22.161897	39.561878	33.937503	29.992215	49.214052	42.181416	60.957793	54.177538	48.348067	75.29018	68.467752	63.599935	99.824746	94.15421	90.876001	-11.522841	4.437824
140	5	-3.892636842	3.2231971958	31.2174977926	1.8830930498	0.0953857638	126.3505959422	19.967211	16.412647	13.887229	30.511844	25.832616	22.676159	40.270949	34.514235	30.679534	49.23359	42.96887	60.933702	54.118552	48.418876	75.843103	68.513751	63.875717	100.186117	94.157822	91.436876	-10.571092	4.556015
141	5	-3.7263549152	3.6857017474	18.6805953999	1.7130072603	1.7101671501	129.4070526164	20.05193	16.264815	13.805061	30.700684	25.677475	22.144123	40.76541	34.332772	29.916109	50.159762	42.468089	62.582233	54.222977	48.342475	76.441024	69.815911	63.659328	101.617551	95.864595	92.236	-10.504759	4.589717
142	5	-3.8785148646	1.3239290993	7.2640932689	1.3681365272	1.3711486752	126.4707248093	19.613163	16.183248	13.575759	30.043968	25.386134	22.048887	39.742013	33.788059	29.569174	49.044432	42.242987	60.599864	53.108162	48.878527	75.887394	68.206804	62.809175	99.648862	94.716593	90.297968	-10.14304	4.61416
